Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
JAY-Z,Ni**as In Paris - Album Version (Edited),2JTglW8rVjDCEmNs9lPdpr,20,0.112,0.804,219333,0.884,0.0,1,0.332,-4.166,1,0.289,140.046,4,0.699
JAY-Z,New Day - Album Version (Edited),2ULj1RelRWnlLhIJL77v4l,29,0.396,0.566,272827,0.644,8.69e-05,10,0.184,-6.822,0,0.0737,91.0,4,0.376
JAY-Z,Who Gon Stop Me - Album Version (Edited),2VibqoxXvO4vVo2eHrJvPJ,29,0.0452,0.605,256720,0.74,4.06e-05,0,0.502,-4.746,0,0.186,133.936,4,0.33
JAY-Z,Who Gon Stop Me,2eqOjSC8dY1iFrQiJGPDOX,40,0.0408,0.594,256707,0.73,0.000164,0,0.715,-4.638,0,0.159,133.88,4,0.378
JAY-Z,Welcome To The Jungle - Album Version (Edited),2kpMG4Jsuer6iiU9JQrzK7,27,0.0115,0.639,174133,0.926,5.18e-06,7,0.144,-5.292,1,0.367,93.052,4,0.331
Kanye West,H•A•M - Album Version (Edited),2p1wgGfsR3UgxFSkpCSybz,28,0.0563,0.484,275747,0.507,0.0,8,0.317,-5.039,1,0.0786,140.05,4,0.037
JAY-Z,No Church In The Wild - Album Version (Edited),36rEHMKGxZl34mc7BMxrTK,36,0.242,0.665,272547,0.74,0.0306,8,0.153,-7.533,0,0.108,92.75,4,0.549
JAY-Z,No Church In The Wild,3Osd3Yf8K73aj4ySn6LrvK,61,0.246,0.654,272507,0.751,0.0179,8,0.167,-7.508,0,0.105,92.781,4,0.568
JAY-Z,Who Gon Stop Me,3R1k8P1MrDdLSRhlTaaWAS,55,0.0408,0.594,256707,0.73,0.000164,0,0.715,-4.638,0,0.159,133.88,4,0.378
JAY-Z,New Day,3SIgBSv9D8Nm3CvP0o0Q9Z,55,0.389,0.561,272853,0.645,7.05e-05,10,0.142,-6.809,0,0.0705,91.005,4,0.359
JAY-Z,That's My Bitch,3TJxCXkL774hhGUmzFLUgy,52,0.237,0.745,202560,0.871,0.000293,7,0.121,-6.291,1,0.113,108.985,4,0.495
JAY-Z,Gotta Have It - Album Version (Edited),3dJRfsuPB7SDGwRUAWmKej,33,0.397,0.729,140733,0.566,0.0,4,0.204,-6.948,0,0.255,149.877,4,0.319
JAY-Z,That's My Bitch,3qAqpUIv2ry0g0BAMuE5Kd,38,0.237,0.745,202560,0.871,0.000293,7,0.121,-6.291,1,0.113,108.985,4,0.495
JAY-Z,Why I Love You - Album Version (Edited),3rj9dHD02wJl0UQSo9QamD,14,0.0178,0.616,201440,0.786,0.0,5,0.238,-4.105,1,0.0376,125.729,4,0.34
JAY-Z,No Church In The Wild - Album Version (Edited),3vP0w3Ok4yMQo74yN1Utt8,31,0.242,0.665,272547,0.74,0.0306,8,0.153,-7.533,0,0.108,92.75,4,0.549
JAY-Z,Made In America - Album Version (Edited),42tJt1Yw7zxBClpanH8lnk,13,0.0383,0.705,292040,0.734,0.000103,11,0.213,-6.981,0,0.213,165.851,4,0.549
JAY-Z,Lift Off - Album Version (Edited),4BqXaM7tkw26xNahdEFl8u,16,0.182,0.513,266227,0.764,0.00201,2,0.154,-7.562,0,0.0764,89.8,3,0.25
JAY-Z,Who Gon Stop Me - Album Version (Edited),4EbyF7fJFngdZBmj6nLjz6,16,0.0452,0.605,256720,0.74,4.06e-05,0,0.502,-4.746,0,0.186,133.936,4,0.33
JAY-Z,Illest Motherf**ker Alive,4HWQexsnWXsAKBJp52hU4G,51,0.171,0.553,503320,0.663,1.64e-06,11,0.595,-6.412,1,0.0837,139.979,4,0.299
JAY-Z,Ni**as In Paris - Album Version (Edited),4IgeNUKcVhAtobFtIeb78i,33,0.112,0.804,219333,0.884,0.0,1,0.332,-4.166,1,0.289,140.046,4,0.699
JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,65,0.127,0.788,219333,0.859,0.0,1,0.348,-5.542,1,0.315,140.027,4,0.769
JAY-Z,Made In America,4Mx5gDSGBHbrsgJR7r1QwJ,52,0.043,0.71,292067,0.729,5.88e-05,11,0.224,-7.01,0,0.219,165.899,4,0.55
JAY-Z,Why I Love You - Album Version (Edited),4NFoyki5hQOzaRr6OoKkdW,28,0.0237,0.603,201453,0.783,0.0,5,0.223,-4.119,1,0.0383,125.184,4,0.358
JAY-Z,The Joy - Album Version (Edited),4Sw0Rut8tzZczDfnE3SIrd,12,0.153,0.463,315880,0.507,4.61e-05,7,0.152,-6.324,1,0.379,76.107,4,0.324
JAY-Z,Gotta Have It - Album Version (Edited),4TY4f7puOdobc6GnEb1OzW,20,0.397,0.729,140733,0.566,0.0,4,0.204,-6.948,0,0.255,149.877,4,0.319
JAY-Z,The Joy - Album Version (Edited),4UFqCyGV5IGLBSvUCoCET8,24,0.153,0.463,315880,0.507,4.61e-05,7,0.152,-6.324,1,0.379,76.107,4,0.324
JAY-Z,That's My Bitch - Album Version (Edited),4WmFhgkwn48MW1DkykECOw,27,0.238,0.77,202547,0.868,0.00039,7,0.124,-6.225,1,0.108,109.018,4,0.489
JAY-Z,Primetime - Album Version (Edited),4a9Ykea3j8VUUB3Sy6zqOG,12,0.144,0.655,199200,0.896,1.39e-05,11,0.361,-5.247,0,0.179,84.963,4,0.519
JAY-Z,Murder To Excellence - Album Version (Edited),4f2DzVV3hHeJ6G1tE7xxYb,24,0.0221,0.396,300960,0.822,0.0,1,0.0839,-4.744,1,0.441,174.292,4,0.574
JAY-Z,Otis - Album Version (Edited),4jjfDNbUyXLqeGINUJdShl,28,0.576,0.758,178187,0.633,0.0,7,0.511,-4.804,0,0.31,94.572,4,0.394
JAY-Z,Why I Love You,4lLmG1fatRUgnRz0Ol0WUi,53,0.0261,0.481,201373,0.805,0.0,5,0.269,-4.132,1,0.0419,123.441,4,0.373
JAY-Z,Lift Off,4lwdrztjT9XLAeOP8FplSv,40,0.187,0.403,266253,0.784,0.00177,2,0.165,-7.584,0,0.171,179.427,3,0.275
JAY-Z,Otis - Album Version (Edited),4oECFkRu4vHgtCUJZ5JaJV,20,0.576,0.758,178187,0.633,0.0,7,0.511,-4.804,0,0.31,94.572,4,0.394
Kanye West,H•A•M - Album Version (Edited),4tSr86RHxuwctZjZk4mGlL,17,0.0563,0.484,275747,0.507,0.0,8,0.317,-5.039,1,0.0786,140.05,4,0.037
JAY-Z,Gotta Have It - Album Version (Edited),5AQUb0gmxwSGAIfGyQm798,28,0.397,0.729,140733,0.566,0.0,4,0.204,-6.948,0,0.255,149.877,4,0.319
JAY-Z,Gotta Have It,5Pt83OUaK3K9C2if4C5JOk,59,0.411,0.74,140747,0.574,0.0,4,0.262,-6.938,1,0.245,149.762,4,0.33
JAY-Z,Ni**as In Paris - Album Version (Edited),5esvCnUPXxNnhmOIfDVEdj,26,0.112,0.804,219333,0.884,0.0,1,0.332,-4.166,1,0.289,140.046,4,0.699
JAY-Z,That's My Bitch - Album Version (Edited),5kdwjLv1qZmdEfUMqUsNOJ,22,0.238,0.77,202547,0.868,0.00039,7,0.124,-6.225,1,0.108,109.018,4,0.489
JAY-Z,Primetime - Album Version (Edited),5zKUC6KgcRxrf4CLld4YsG,25,0.144,0.655,199200,0.896,1.39e-05,11,0.361,-5.247,0,0.179,84.963,4,0.519
JAY-Z,Primetime,5zes2uxTNuqNlO6toDTZN5,50,0.166,0.662,199240,0.923,9.64e-06,11,0.31,-4.085,0,0.21,84.99,4,0.469
JAY-Z,New Day - Album Version (Edited),6EXH0vfoBUSmZTrTqE0263,14,0.396,0.566,272827,0.644,8.69e-05,10,0.184,-6.822,0,0.0737,91.0,4,0.376
JAY-Z,Murder To Excellence,6IE4ozG51DjyY5Iuh82hqn,40,0.024,0.566,300960,0.816,0.0,1,0.0804,-4.741,1,0.32,87.353,4,0.578
JAY-Z,That's My Bitch - Album Version (Edited),6Iun3FqEkPq6bbrGz3CmUi,12,0.238,0.77,202547,0.868,0.00039,7,0.124,-6.225,1,0.108,109.018,4,0.489
JAY-Z,Gotta Have It,6JFLZH9vCzgqnUToBdiHQb,45,0.411,0.74,140747,0.574,0.0,4,0.262,-6.938,1,0.245,149.762,4,0.33
JAY-Z,Illest Motherf**ker Alive - Album Version (Edited),6K8sO0Lck0pjOZoHc99C6e,27,0.165,0.424,503267,0.679,0.0,11,0.618,-6.116,1,0.118,69.813,4,0.287
JAY-Z,Welcome To The Jungle,6N43Qgg9jx21vfMkTYvSi3,52,0.0128,0.636,174133,0.93,3.7e-06,2,0.18,-5.179,1,0.364,92.899,4,0.325
JAY-Z,That's My Bitch - Album Version (Edited),6TL4OrDt6tAytGDa3INjSc,14,0.238,0.77,202547,0.868,0.00039,7,0.124,-6.225,1,0.108,109.018,4,0.489
JAY-Z,Lift Off - Album Version (Edited),6UuJWIykNhxUgMg0KrO1DR,25,0.182,0.513,266227,0.764,0.00201,2,0.154,-7.562,0,0.0764,89.8,3,0.25
JAY-Z,Welcome To The Jungle,6bJDXckt81F0TfU1c3A4Ah,38,0.0128,0.636,174133,0.93,3.7e-06,2,0.18,-5.179,1,0.364,92.899,4,0.325
JAY-Z,No Church In The Wild - Album Version (Edited),6cDfHMKEDspkpzEzXi6eIJ,21,0.242,0.665,272547,0.74,0.0306,8,0.153,-7.533,0,0.108,92.75,4,0.549
JAY-Z,Who Gon Stop Me - Album Version (Edited),6ehoX81kc41SyfioJphLiT,19,0.0452,0.605,256720,0.74,4.06e-05,0,0.502,-4.746,0,0.186,133.936,4,0.33
JAY-Z,Made In America - Album Version (Edited),6gNPHrLLtVr49wxmETM0lI,22,0.0383,0.705,292040,0.734,0.000103,11,0.213,-6.981,0,0.213,165.851,4,0.549
JAY-Z,New Day - Album Version (Edited),6i7ZkaaD1ezXliNxzLvE3b,24,0.396,0.566,272827,0.644,8.69e-05,10,0.184,-6.822,0,0.0737,91.0,4,0.376
JAY-Z,Why I Love You - Album Version (Edited),6k3G5q7fWOddPj1lPCl0n6,13,0.0237,0.603,201453,0.783,0.0,5,0.223,-4.119,1,0.0383,125.184,4,0.358
JAY-Z,Otis,6vegnfDS8DAEaCqWaPYGPy,61,0.552,0.755,178213,0.631,0.0,7,0.5,-4.751,0,0.302,94.571,4,0.433
JAY-Z,Illest Motherf**ker Alive - Album Version (Edited),6zq8OpOG2ehJ8BoVwWJA7W,13,0.165,0.424,503267,0.679,0.0,11,0.618,-6.116,1,0.118,69.813,4,0.287
JAY-Z,No Church In The Wild,7Ct3wqpGLbNrrG617S00B3,47,0.244,0.654,272507,0.751,0.0179,8,0.167,-7.508,0,0.105,92.774,4,0.568
JAY-Z,Murder To Excellence - Album Version (Edited),7FSND8O87XEDGNxW9vqGRv,13,0.0221,0.396,300960,0.822,0.0,1,0.0839,-4.744,1,0.441,174.292,4,0.574
Kanye West,H•A•M,7esMRbSzvLv60O70XLZFbc,53,0.0462,0.657,275733,0.523,0.0,8,0.322,-4.907,1,0.0614,140.046,4,0.0382
JAY-Z,Ni**as In Paris,7fQmDkqrrj13kxv4Vle3AM,43,0.127,0.788,219333,0.859,0.0,1,0.348,-5.542,1,0.315,140.027,4,0.769
JAY-Z,Lift Off - Album Version (Edited),7jwEi6KSLuyQgwS7LbqxfA,17,0.182,0.513,266227,0.764,0.00201,2,0.154,-7.562,0,0.0764,89.8,3,0.25
JAY-Z,Welcome To The Jungle - Album Version (Edited),7r8sea7T59J5ZYZvFB3CF6,14,0.0115,0.639,174133,0.926,5.18e-06,7,0.144,-5.292,1,0.367,93.052,4,0.331
JAY-Z,Lift Off - Album Version (Edited),7rUrHSLl8SCqIdRGQy7WPP,31,0.182,0.513,266227,0.764,0.00201,2,0.154,-7.562,0,0.0764,89.8,3,0.25
JAY-Z,Murder To Excellence - Album Version (Edited),7rlQ1AAN7zJhHyIqdOPCsh,29,0.0221,0.396,300960,0.822,0.0,1,0.0839,-4.744,1,0.441,174.292,4,0.574
JAY-Z,New Day - Album Version (Edited),7sbr6h2N9oKnLoDWWaIaxG,16,0.396,0.566,272827,0.644,8.69e-05,10,0.184,-6.822,0,0.0737,91.0,4,0.376
Justin Bieber,Mistletoe,7xapw9Oy21WpfEcib2ErSA,87,0.498,0.658,182947,0.56,0.0,6,0.0794,-9.049,0,0.0467,161.994,4,0.854
Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,79,0.00847,0.56,218013,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4,0.371
Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,84,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
Adele,Someone Like You,4kflIGfjdZJW4ot2ioixTB,79,0.892,0.559,285040,0.33,0.0,9,0.0975,-8.251,1,0.0285,135.109,4,0.285
Michael Bublé,Holly Jolly Christmas,6tjituizSxwSmBB5vtgHZE,75,0.865,0.647,119787,0.465,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,0.699
Gotye,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,76,0.591,0.864,244973,0.495,0.000133,0,0.0992,-7.036,1,0.037,129.062,4,0.72
J. Cole,Work Out,2wAJTrFhCnQyNSD3oUgTZO,76,0.0531,0.831,235320,0.427,0.0,2,0.307,-6.903,1,0.106,93.004,4,0.216
Eartha Kitt,Santa Baby,1vZKP9XURuqMp1SpXGnoyb,75,0.896,0.704,206507,0.103,0.0,5,0.192,-15.056,0,0.0609,84.511,4,0.469
Christina Perri,A Thousand Years,6lanRgr6wXibZr8KgzXxBl,81,0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161
Michael Bublé,It's Beginning to Look a Lot like Christmas,0lLdorYw7lVrJydTINhWdI,74,0.908,0.339,206640,0.214,7.47e-06,4,0.341,-11.714,1,0.0375,94.775,3,0.363
Eric Church,Springsteen,05ZACkzW8YbRq3eFgIfSNB,74,0.1,0.692,263387,0.809,9.77e-05,2,0.185,-5.935,1,0.0255,104.023,4,0.927
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,78,0.0319,0.646,210960,0.795,0.0,9,0.267,-3.293,1,0.0976,89.99,4,0.796
Drake,Marvins Room,047fCsbO4NdmwCBn8pcUXl,75,0.646,0.492,347227,0.26,0.00178,9,0.0705,-17.341,0,0.0921,111.519,5,0.312
Hot Chelle Rae,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,75,0.0764,0.686,200467,0.783,0.0,4,0.163,-4.977,1,0.119,99.978,4,0.814
Drake,The Motto,4Kz4RdRCceaA9VgTqBhBfa,74,0.000107,0.766,181573,0.442,6.12e-05,1,0.111,-8.558,1,0.356,201.8,4,0.39
Michael Bublé,I'll Be Home for Christmas,0tXPhc8LvM4dPvoRwI66XQ,72,0.934,0.282,264827,0.101,5.05e-05,7,0.159,-14.657,1,0.0315,83.13,4,0.141
M83,Midnight City,1eyzqe2QqGZUmfcPZtrIyt,71,0.0161,0.526,241440,0.712,0.0,11,0.179,-6.525,0,0.0356,105.009,4,0.32
Luke Bryan,Country Girl (Shake It For Me),0yD66650JxhqKbW76C2qCo,73,0.0293,0.645,225560,0.904,0.0,2,0.0834,-4.532,1,0.0462,105.97,4,0.671
Lil Wayne,6 Foot 7 Foot,0z5ZPs57J2KERwM1tBM2GF,71,0.000707,0.365,248587,0.751,0.0,2,0.318,-5.429,1,0.304,79.119,4,0.604
Drake,Headlines,6LxSe8YmdPxy095Ux6znaQ,73,0.365,0.636,235987,0.566,0.000353,6,0.0917,-7.16,0,0.106,151.894,4,0.425
Childish Gambino,Bonfire,799f6Ih1Pu4AUApMyXhxUc,73,0.0594,0.506,192947,0.745,0.0,8,0.341,-6.044,1,0.331,161.808,4,0.311
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,78,0.0525,0.715,207333,0.655,0.0,0,0.115,-6.425,1,0.137,95.078,4,0.531
Michael Bublé,White Christmas (with Shania Twain),2gbCG4Rt9984UZ7Tc0dIFd,70,0.469,0.628,216627,0.484,1.23e-05,10,0.126,-7.588,1,0.0319,63.476,4,0.642
Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),3eYnKe0LhQA1B5HEkQaRTP,75,0.45,0.265,215160,0.436,0.0,9,0.102,-9.542,0,0.0411,69.047,4,0.159
Hunter Hayes,Wanted,0p1BcEcYVO3uk4KDf3gzkY,70,0.268,0.421,228840,0.476,0.0,0,0.0816,-7.692,1,0.0298,169.784,4,0.3
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3hsmbFKT5Cujb5GQjqEU39,74,0.0339,0.767,222587,0.677,5.51e-06,11,0.144,-6.128,0,0.184,146.155,4,0.538
Adele,Rolling in the Deep,1CkvWZme3pRgbzaxZnTl5X,75,0.131,0.729,228293,0.756,0.0,8,0.0527,-5.119,1,0.0294,104.945,4,0.522
Adele,Set Fire to the Rain,3CKCZ9pfwAfoMZlMncA1Nc,76,0.00382,0.61,241693,0.683,1.79e-06,2,0.125,-3.879,0,0.0253,108.003,4,0.466
Frank Ocean,Novacane,4osgfFTICMkcGbbigdsa53,72,0.0584,0.762,302347,0.508,0.00126,3,0.16,-9.112,1,0.0919,93.51,4,0.37
Pitbull,Give Me Everything,4QNpBfC0zvjKqPJcyqBy9W,79,0.192,0.671,252307,0.939,0.0,8,0.298,-3.206,1,0.161,129.023,4,0.529
The Head and the Heart,Rivers and Roads,20svOpmCQao5GUBgSu8zDe,70,0.699,0.494,284000,0.194,2.98e-05,0,0.0803,-8.965,1,0.0352,135.753,3,0.161
Young the Giant,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,71,0.0343,0.534,249520,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.978,3,0.225
Jake Owen,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,70,0.208,0.6,167427,0.808,0.0,4,0.196,-4.679,1,0.0403,172.016,4,0.809
Lupe Fiasco,The Show Goes On,4NTWZqvfQTlOMitlVn6tew,71,0.0189,0.591,239613,0.889,0.0,7,0.155,-3.839,1,0.115,143.067,4,0.65
Birdy,Skinny Love,4RL77hMWUq35NYnPLXBpih,76,0.952,0.379,201080,0.29,0.00106,4,0.118,-8.485,1,0.051,166.467,4,0.169
Peggy Lee,The Christmas Waltz,6bzD7osAJvk4TATjt5VcLQ,70,0.782,0.158,172493,0.172,4.69e-05,1,0.14,-17.089,0,0.035,81.421,4,0.197
Bruno Mars,It Will Rain,0RUGuh2uSNFJpGMSsD1F5C,68,0.337,0.576,257720,0.835,0.0,2,0.082,-6.826,1,0.0486,150.017,4,0.476
Justin Bieber,Christmas Love,3RH9idbxUAMcUldet2ormp,73,0.518,0.633,206787,0.512,0.0,10,0.328,-8.577,1,0.0294,99.944,4,0.376
Lil Wayne,How To Love,4aX4Oycsk1fhHIee1zqsDe,69,0.000177,0.644,240307,0.661,5.14e-06,11,0.108,-6.093,1,0.0418,154.001,4,0.272
Drake,Doing It Wrong,4eSGSqP2TZvvX0kadZZttM,70,0.841,0.397,265120,0.172,6.78e-05,6,0.108,-15.698,0,0.0445,101.275,4,0.123
Selena Gomez & The Scene,Who Says,3TcL0dyCMyr0kyTTc4NLgI,75,0.0843,0.682,195613,0.927,0.0,4,0.149,-2.915,1,0.0479,101.019,4,0.744
Beyoncé,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,76,0.0849,0.652,267413,0.748,0.0,0,0.604,-5.242,1,0.0887,94.1,4,0.652
Christina Perri,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,75,0.726,0.349,246587,0.348,0.0,3,0.12,-6.142,1,0.0316,74.541,4,0.0886
Wale,Lotus Flower Bomb (feat. Miguel),3MAgQuClHcAV8E9CbeBS6f,68,0.611,0.512,213253,0.598,0.0,9,0.0881,-4.959,0,0.115,70.189,4,0.345
Kendrick Lamar,A.D.H.D,2Fw5S2gaOSZzdN5dFoC2dj,71,0.33,0.609,215509,0.799,0.0,9,0.108,-6.883,1,0.24,157.74,4,0.582
Ed Sheeran,The A Team,1VdZ0vKfR5jneCmWIUAMxK,77,0.669,0.642,258373,0.289,0.0,9,0.18,-9.918,1,0.0367,84.996,4,0.407
Coldplay,Paradise,6nek1Nin9q48AVZcWs9e9D,79,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.762,1,0.0268,139.627,4,0.203
Eric Church,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,69,0.00635,0.626,191307,0.913,0.0,0,0.293,-4.452,1,0.0318,113.044,4,0.946
Kelly Clarkson,Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,67,0.046,0.562,221947,0.939,0.0,0,0.112,-4.282,1,0.0475,116.044,4,0.684
Rihanna,We Found Love,6qn9YLKt13AGvpq9jfO8py,75,0.025,0.734,215227,0.766,0.00138,1,0.108,-4.485,1,0.0383,127.986,4,0.6
Selena Gomez & The Scene,Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,77,0.0761,0.858,188453,0.678,0.0,1,0.0741,-3.87,0,0.0469,117.009,4,0.922
Eli Young Band,Crazy Girl,1nVLAEzhBXMJLR5zAl90Nl,68,0.000415,0.366,200707,0.651,0.00526,4,0.271,-3.842,1,0.031,151.343,3,0.257
Drake,HYFR (Hell Ya Fucking Right),0m1KYWlT6LhFRBDVq9UNx4,69,0.123,0.444,206627,0.627,0.0,7,0.0795,-8.744,0,0.252,98.21,3,0.359
Bon Iver,Holocene,4fbvXwMTXPWaFyaMWUm9CR,70,0.943,0.375,336613,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.147
Drake,Take Care,124NFj84ppZ5pAxTuVQYCQ,72,0.0267,0.629,277387,0.515,1.22e-05,0,0.0888,-10.358,0,0.265,121.845,4,0.299
Wiz Khalifa,Black and Yellow,5A6OHHy73AR5tLxgTc98zz,75,0.0646,0.684,217667,0.834,0.0,2,0.271,-4.524,0,0.0675,164.02,4,0.538
