Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,74,0.0244,0.746,222093.0,0.873,0.0,7.0,0.354,-3.803,1.0,0.128,148.075,4.0,0.817
Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,0.369,0.689,229526.0,0.481,1.03e-06,10.0,0.0649,-7.503,1.0,0.0815,80.025,4.0,0.283
Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,76,0.0355,0.824,284387.0,0.733,0.0,1.0,0.324,-5.475,1.0,0.0613,97.971,4.0,0.393
Pentatonix,"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,75,0.302,0.497,203373.0,0.312,0.0,11.0,0.0968,-9.088,0.0,0.0269,105.036,4.0,0.177
A$AP Rocky,L$D,4S7YHmlWwfwArgd8LfSPud,76,0.193,0.598,238307.0,0.252,0.138,2.0,0.0992,-15.086,1.0,0.0647,120.06,4.0,0.0352
Rihanna,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,80,0.875,0.582,188238.0,0.272,0.0,2.0,0.13,-5.662,1.0,0.0501,205.846,4.0,0.354
The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,77,0.218,0.569,249040.0,0.629,0.0,7.0,0.135,-9.837,0.0,0.0485,134.035,4.0,0.0726
Billy Currington,Do I Make You Wanna,3I7krC8kr0gFR7P6vInR1I,73,0.106,0.553,234307.0,0.747,0.0,9.0,0.154,-5.432,1.0,0.0279,90.012,4.0,0.521
Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,81,0.0591,0.748,235493.0,0.788,0.0,1.0,0.0863,-7.055,1.0,0.0334,120.076,4.0,0.884
Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ,76,0.0563,0.852,205879.0,0.553,0.0,1.0,0.332,-7.286,1.0,0.187,142.072,4.0,0.656
Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,80,0.4,0.63,225053.0,0.53,0.0,0.0,0.177,-7.259,1.0,0.0434,108.038,3.0,0.417
Travis Scott,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,75,0.113,0.402,339067.0,0.526,8.33e-06,9.0,0.105,-6.741,0.0,0.0904,81.404,4.0,0.312
Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,75,0.291,0.732,206307.0,0.69,0.0,0.0,0.116,-4.992,0.0,0.134,143.072,4.0,0.758
Olivia O'Brien,Complicated,0jllH0usRFD4LJkJnGK9Lf,79,0.694,0.657,189000.0,0.355,0.000427,7.0,0.123,-12.044,1.0,0.0714,74.99,4.0,0.0808
G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,78,0.0186,0.757,251467.0,0.672,0.0,0.0,0.158,-6.524,0.0,0.0955,111.996,4.0,0.382
Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,75,0.00256,0.618,196693.0,0.717,0.0,7.0,0.625,-5.738,1.0,0.318,190.05,4.0,0.603
Jeremih,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,75,0.106,0.697,245520.0,0.4,0.0,5.0,0.102,-5.888,0.0,0.0511,179.007,4.0,0.443
Band Aid,Do They Know It's Christmas?,6Z7nSvnAhMasviVPmdEZKC,75,0.167,0.591,229453.0,0.708,0.000113,0.0,0.0993,-5.377,1.0,0.0398,115.111,4.0,0.36
Kodak Black,No Flockin',34oWbFBfGEElvgO0a5c9V4,72,0.0673,0.943,165291.0,0.595,0.0,5.0,0.0839,-8.372,0.0,0.191,117.532,4.0,0.815
Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,81,0.0797,0.654,200787.0,0.76,0.0,0.0,0.299,-3.669,0.0,0.045,99.945,4.0,0.41
Sam Smith,Lay Me Down,64GRDrL1efgXclrhVCeuA0,78,0.919,0.468,219536.0,0.19,0.0,4.0,0.107,-11.138,1.0,0.0373,125.319,4.0,0.326
Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,74,0.679,0.733,197854.0,0.408,3.92e-05,7.0,0.11,-7.834,0.0,0.0388,94.947,4.0,0.291
Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,73,0.344,0.538,249320.0,0.449,0.0,1.0,0.157,-8.078,1.0,0.0463,132.639,4.0,0.27
Cavetown,This Is Home,2TI2fw9FWPeah6N4k1b4NU,74,0.56,0.81,226073.0,0.266,1.05e-06,7.0,0.0962,-12.478,1.0,0.0407,130.041,4.0,0.212
$uicideBoy$,Paris,4irYeuAi87yyGHcI4h9s0x,76,0.0725,0.849,111020.0,0.648,0.00592,7.0,0.0984,-6.188,1.0,0.0832,106.075,4.0,0.196
Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT,75,0.0152,0.746,206880.0,0.754,0.0,1.0,0.0486,-6.681,1.0,0.067,149.882,4.0,0.764
Chris Young,I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,71,0.0282,0.575,197280.0,0.845,0.0,10.0,0.0814,-3.838,1.0,0.035,127.997,4.0,0.376
Roy Woods,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,73,0.157,0.709,251860.0,0.362,0.0,11.0,0.109,-9.814,1.0,0.055,122.043,4.0,0.113
Demi Lovato,Stone Cold,56twMOlq9DJc3EgpVUVIrW,79,0.539,0.419,191308.0,0.453,0.0,8.0,0.0971,-7.685,1.0,0.0437,140.327,3.0,0.356
The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,78,0.0678,0.588,260173.0,0.521,0.149,10.0,0.123,-9.461,1.0,0.0329,85.012,4.0,0.337
Leon Bridges,River,0NeJjNlprGfZpeX2LQuN6c,75,0.689,0.658,238560.0,0.179,0.0,8.0,0.17,-10.866,1.0,0.0448,128.128,4.0,0.191
Cody Jinks,Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,71,0.000531,0.502,229928.0,0.685,1.61e-06,0.0,0.0923,-5.847,0.0,0.0283,81.978,4.0,0.574
Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,73,0.7,0.688,240320.0,0.556,1.87e-06,6.0,0.108,-7.738,1.0,0.264,129.336,4.0,0.416
Major Lazer,Lean On,1Lim1Py7xBgbAkAys3AGAG,73,0.00346,0.723,176561.0,0.809,0.00123,7.0,0.565,-3.081,0.0,0.0625,98.007,4.0,0.274
Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,76,0.0215,0.688,192191.0,0.702,0.0,7.0,0.128,-4.792,0.0,0.0499,94.006,4.0,0.74
Ocean Waves For Sleep,Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT,71,0.813,0.127,96872.0,0.941,0.988,1.0,0.178,-16.083,0.0,0.0509,82.144,3.0,1e-05
Halsey,Gasoline,2IO7yf562c1zLzpanal1DT,75,0.223,0.731,199593.0,0.58,0.0,10.0,0.129,-7.328,0.0,0.0399,119.997,4.0,0.319
Ariana Grande,Winter Things,1jhljxXlHw8K9rezXKrnow,74,0.93,0.639,158720.0,0.219,0.0,0.0,0.227,-10.204,1.0,0.0717,74.739,4.0,0.797
Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1,75,0.0158,0.891,200080.0,0.486,3.78e-06,6.0,0.0925,-7.803,1.0,0.159,125.01,4.0,0.239
Sia,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,71,0.0197,0.399,216120.0,0.787,6.07e-05,1.0,0.0685,-2.88,1.0,0.0499,117.089,5.0,0.572
Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),0NBiC3zLXoBQXBjsbnbwJq,72,0.203,0.831,244340.0,0.514,0.000156,7.0,0.115,-6.695,1.0,0.0368,114.94,4.0,0.397
Tame Impala,Let It Happen,2X485T9Z5Ly0xyaghN73ed,76,0.00462,0.602,467587.0,0.881,0.0266,1.0,0.111,-5.875,0.0,0.0443,125.012,4.0,0.577
Ruth B.,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,78,0.965,0.71,275280.0,0.0565,0.0,7.0,0.0889,-15.099,1.0,0.0534,123.994,4.0,0.348
Kendrick Lamar,Alright,3iVcZ5G6tvkXZkZKlMpIUs,73,0.0742,0.796,219333.0,0.766,0.0,7.0,0.0827,-5.974,1.0,0.238,110.034,4.0,0.558
$uicideBoy$,Runnin' Thru The 7th With My Woadies,70nmZhHZLNVYWP4NON41Zw,73,0.067,0.526,205766.0,0.62,0.000241,8.0,0.139,-7.244,0.0,0.281,112.027,4.0,0.187
Tim McGraw,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,71,0.679,0.355,259267.0,0.48,2.28e-06,11.0,0.12,-7.31,1.0,0.0282,100.956,3.0,0.137
George Ezra,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,68,0.0846,0.717,200733.0,0.455,0.0,5.0,0.11,-8.303,1.0,0.0276,127.81,4.0,0.389
Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,74,0.0189,0.655,188493.0,0.632,0.0,2.0,0.0722,-4.802,1.0,0.0489,120.113,4.0,0.447
Ariana Grande,December,7zrhy9OhtcO7MdIvbbJiOa,73,0.492,0.71,116267.0,0.396,0.0,11.0,0.221,-11.247,0.0,0.0843,89.941,4.0,0.63
Meek Mill,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG,72,0.317,0.727,197133.0,0.599,0.0,1.0,0.219,-6.941,1.0,0.327,167.909,3.0,0.386
The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,73,0.484,0.372,348853.0,0.477,0.0,7.0,0.0844,-9.838,0.0,0.0497,101.097,4.0,0.254
Houndmouth,Sedona,2kG5litgxXvx6ZRgwO1v7W,68,0.0372,0.396,239880.0,0.677,0.000137,3.0,0.112,-7.513,1.0,0.0354,135.177,4.0,0.249
Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,72,0.618,0.69,320400.0,0.235,0.000144,7.0,0.107,-8.651,1.0,0.0541,99.906,4.0,0.378
NF,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,75,0.214,0.51,270453.0,0.643,3.22e-06,0.0,0.101,-6.602,1.0,0.0485,130.081,4.0,0.0397
Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,73,0.392,0.47,225973.0,0.623,0.000453,0.0,0.0992,-5.655,1.0,0.0302,77.861,4.0,0.298
Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,76,0.0509,0.781,219306.0,0.728,1.94e-06,1.0,0.257,-4.981,1.0,0.0621,102.99,4.0,0.395
Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,75,0.119,0.689,229747.0,0.521,8.41e-05,0.0,0.108,-5.845,1.0,0.132,95.055,4.0,0.178
Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,75,0.00589,0.884,234693.0,0.657,0.0,6.0,0.154,-4.569,0.0,0.0977,107.059,4.0,0.489
Demi Lovato,Confident,0Mn3amMRMoabaoTf1Publ4,76,0.00188,0.594,205746.0,0.749,0.000139,3.0,0.0869,-6.251,1.0,0.0677,130.064,4.0,0.344
The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,71,0.408,0.647,277680.0,0.291,0.0,2.0,0.0771,-8.275,0.0,0.0363,119.839,3.0,0.4
Daniel Caesar,Streetcar,7Cu2COdH93MnuireuKNiS3,72,0.721,0.41,246972.0,0.298,0.0,3.0,0.158,-11.796,1.0,0.0473,109.651,3.0,0.142
Chris Stapleton,Parachute,5jROdl6MhcmP3O7h2sVgtw,70,0.00967,0.642,253200.0,0.762,5.72e-05,6.0,0.182,-7.411,1.0,0.0296,113.038,4.0,0.605
Petit Biscuit,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,78,0.729,0.783,237793.0,0.467,0.809,6.0,0.109,-9.474,1.0,0.0503,90.838,4.0,0.236
Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,73,0.392,0.856,266840.0,0.527,0.0,2.0,0.11,-5.225,1.0,0.0997,98.052,4.0,0.386
Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,78,0.0205,0.742,189960.0,0.713,0.0,1.0,0.059,-5.522,0.0,0.0303,120.032,4.0,0.879
Vince Staples,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,71,0.394,0.925,183160.0,0.548,0.000128,7.0,0.11,-6.572,1.0,0.0658,100.015,4.0,0.0922
Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,78,0.59,0.845,205680.0,0.567,0.00142,5.0,0.0811,-8.118,0.0,0.0956,125.02,4.0,0.793
Fetty Wap,Again,3ESSGgWzRf1xvP7G5hHMhB,70,0.0062,0.748,312240.0,0.733,0.0,11.0,0.329,-4.421,0.0,0.072,93.019,4.0,0.291
Leslie Odom Jr.,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,71,0.524,0.609,236738.0,0.435,0.0,11.0,0.118,-7.862,0.0,0.284,131.998,4.0,0.563
Fall Out Boy,Immortals,3Te8uLyit6X3ncNW8Fp3K2,75,0.00131,0.615,189387.0,0.868,1.54e-06,2.0,0.671,-3.606,1.0,0.07,108.017,4.0,0.475
X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf,75,0.0144,0.526,195200.0,0.862,0.0597,2.0,0.229,-6.003,1.0,0.0905,90.052,4.0,0.528
Amber Run,I Found,5zT5cMnMKoyruPj13TQXGx,74,0.862,0.389,273000.0,0.302,0.00567,7.0,0.104,-12.485,0.0,0.0438,124.956,4.0,0.234
Donnie Trumpet & The Social Experiment,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,70,0.53,0.511,226014.0,0.596,0.0,0.0,0.0798,-6.56,1.0,0.224,158.063,4.0,0.554
Andra Day,Rise Up,0tV8pOpiNsKqUys0ilUcXz,75,0.805,0.398,253342.0,0.316,0.0,1.0,0.295,-7.031,1.0,0.0368,118.582,4.0,0.174
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,68,0.247,0.262,252534.0,0.606,0.0,8.0,0.125,-6.646,1.0,0.0484,189.857,4.0,0.275
A$AP Rocky,Everyday,2N3U8uTYhjX2KwGT0pf5x0,75,0.0101,0.394,260987.0,0.661,0.0,4.0,0.343,-8.684,1.0,0.193,149.822,4.0,0.335
Beach House,Space Song,0hNhlwnzMLzZSlKGDCuHOo,68,0.218,0.509,320467.0,0.79,0.125,0.0,0.144,-7.105,0.0,0.0293,147.073,4.0,0.625
Disturbed,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,75,0.468,0.322,248467.0,0.28,1.1e-06,6.0,0.102,-9.367,0.0,0.0281,85.794,4.0,0.175
Ruth B.,Superficial Love,5hwh37sTi84MVhCBMWzhGE,74,0.928,0.477,207973.0,0.242,0.0,8.0,0.0818,-9.162,1.0,0.0529,43.509,4.0,0.488
G-Eazy,Some Kind Of Drug,1Bqxj0aH5KewYHKUg1IdrF,70,0.0705,0.586,222467.0,0.525,0.0,0.0,0.0729,-8.968,1.0,0.498,126.51,4.0,0.491
The Chainsmokers,Roses,3vv9phIu6Y1vX3jcqaGz5Z,74,0.0435,0.713,226739.0,0.802,0.00377,4.0,0.309,-7.055,1.0,0.0561,100.001,4.0,0.343
Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,77,0.0118,0.513,210580.0,0.768,1.94e-05,4.0,0.294,-4.868,0.0,0.0587,84.264,4.0,0.235
Eric Church,Record Year,5fSPbm5lcwtqwXkeQQswW8,68,0.205,0.589,179347.0,0.641,0.0,5.0,0.0864,-8.12,1.0,0.0838,160.031,4.0,0.57
The Revivalists,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,70,0.143,0.649,274093.0,0.718,0.0713,0.0,0.124,-6.593,0.0,0.0261,101.034,4.0,0.718
Pentatonix,That's Christmas to Me,2U9kDk5mlHYunC7PvbZ8KX,70,0.611,0.446,182173.0,0.136,0.0,6.0,0.206,-10.101,1.0,0.0314,79.486,4.0,0.433
Wes Walker,Jordan Belfort,6qMXubogFdMrvVMJwqATzd,68,0.125,0.86,207912.0,0.719,0.0,11.0,0.0799,-4.325,0.0,0.33,160.049,4.0,0.496
blackbear,Weak When Ur Around,3UWkbO4emEOu9YUeOGq3vU,72,0.678,0.769,169500.0,0.323,0.0,3.0,0.116,-12.887,0.0,0.0524,94.977,4.0,0.574
Alan Walker,Faded,7gHs73wELdeycvS48JfIos,78,0.0291,0.589,212627.0,0.651,3.2e-06,6.0,0.111,-5.097,1.0,0.0306,90.011,4.0,0.166
Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,71,0.114,0.858,290836.0,0.697,0.0,2.0,0.224,-5.361,1.0,0.23,98.012,4.0,0.364
Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,76,0.000185,0.279,231013.0,0.742,0.0,4.0,0.593,-6.46,0.0,0.0898,189.868,4.0,0.328
Lin-Manuel Miranda,My Shot,4cxvludVmQxryrnx1m9FqL,70,0.15,0.829,333154.0,0.649,0.0,8.0,0.0904,-6.764,1.0,0.317,90.936,4.0,0.569
Steve Lacy,C U Girl,6FBzhcfgGacfXF3AmtfEaX,70,0.663,0.414,129698.0,0.473,0.0523,11.0,0.128,-8.911,0.0,0.116,100.0,4.0,0.409
Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,76,0.00906,0.775,207719.0,0.68,0.0,0.0,0.109,-5.508,0.0,0.0629,114.025,4.0,0.656
Drake,Energy,79XrkTOfV1AqySNjVlygpW,72,0.38,0.748,181933.0,0.571,0.0,11.0,0.534,-7.916,1.0,0.478,172.105,4.0,0.553
Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK,70,0.00854,0.893,170638.0,0.48,0.0,1.0,0.116,-3.728,0.0,0.356,86.976,4.0,0.382
Five Finger Death Punch,Jekyll and Hyde,7qjbpdk0IYijcSuSYWlXO6,67,0.000613,0.543,206895.0,0.965,9.97e-06,6.0,0.0883,-4.038,1.0,0.0963,155.019,4.0,0.715
Zac Brown Band,Homegrown,1qwnPVOIJjAFfCc40Etb1D,68,0.0249,0.712,205000.0,0.801,0.000125,6.0,0.134,-3.742,1.0,0.029,105.007,4.0,0.956
Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw,70,0.377,0.648,349933.0,0.631,0.0,4.0,0.12,-5.662,0.0,0.103,105.989,4.0,0.142
One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,77,0.109,0.73,192120.0,0.703,0.0,0.0,0.0657,-5.672,0.0,0.0369,138.113,4.0,0.595
Imagine Dragons,Warriors,1lgN0A2Vki2FTON5PYq42m,69,0.0964,0.365,170067.0,0.851,0.003,4.0,0.238,-6.238,0.0,0.065,78.068,4.0,0.309
Pentatonix,Winter Wonderland / Don't Worry Be Happy,2kPpxNSgXRvu5yqkRLKJIu,70,0.28,0.61,207853.0,0.397,0.0,6.0,0.0833,-8.506,1.0,0.0504,129.761,4.0,0.718
Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,76,0.041,0.432,250286.0,0.781,4.21e-06,4.0,0.0789,-4.038,0.0,0.0567,139.432,4.0,0.197
Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,76,0.0266,0.712,207747.0,0.564,0.0,8.0,0.0874,-6.527,1.0,0.047,95.95,4.0,0.411
Galantis,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,75,0.00711,0.506,227074.0,0.805,0.00193,1.0,0.0856,-4.119,1.0,0.0469,126.008,4.0,0.383
Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,71,0.0269,0.712,241853.0,0.563,0.0,1.0,0.0776,-7.573,1.0,0.071,100.093,4.0,0.299
Melanie Martinez,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,72,0.0161,0.568,201520.0,0.692,0.0,8.0,0.148,-4.513,1.0,0.0589,92.023,4.0,0.577
Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,71,0.102,0.622,211573.0,0.961,0.00016,4.0,0.264,-2.616,0.0,0.0669,149.962,4.0,0.687
Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW,68,0.193,0.776,236000.0,0.762,0.0,0.0,0.18,-4.356,1.0,0.216,120.039,4.0,0.678
Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,68,0.0785,0.376,199453.0,0.821,0.0,0.0,0.0823,-3.974,1.0,0.104,120.462,4.0,0.331
Renée Elise Goldsberry,Satisfied,3dP0pLbg9OfVwssDjp9aT0,70,0.287,0.706,329228.0,0.593,0.0,5.0,0.15,-8.581,0.0,0.0902,123.774,4.0,0.481
Little Mix,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,78,0.0348,0.777,211773.0,0.895,0.0,4.0,0.317,-4.464,1.0,0.0618,111.987,4.0,0.826
Future,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,70,0.0698,0.874,237400.0,0.568,1.38e-05,11.0,0.149,-5.896,0.0,0.224,139.995,4.0,0.46
Melanie Martinez,Dollhouse,6wNeKPXF0RDKyvfKfri5hf,72,0.22,0.725,231853.0,0.708,0.0,5.0,0.777,-5.331,0.0,0.0756,130.029,4.0,0.555
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,70,0.0122,0.489,126960.0,0.718,0.0,6.0,0.0546,-5.989,1.0,0.11,207.986,4.0,0.0568
Tame Impala,"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,71,0.272,0.47,363240.0,0.809,0.00671,8.0,0.0491,-6.74,1.0,0.0495,151.836,4.0,0.49
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,71,0.0242,0.589,223973.0,0.658,0.0,11.0,0.118,-5.288,0.0,0.203,77.521,4.0,0.251
Wale,The Need to Know (feat. SZA),6KacmqPPQ3LNoiGFuqGChs,68,0.487,0.537,216832.0,0.411,9.21e-06,7.0,0.3,-14.059,1.0,0.502,94.292,4.0,0.207
Twenty One Pilots,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,73,0.00397,0.613,234813.0,0.873,0.00111,7.0,0.367,-6.376,0.0,0.0449,129.989,4.0,0.392
