Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,89,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,82,0.676,0.552,193200,0.402,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,0.382
Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,87,0.331,0.68,231267,0.578,0.0,10,0.135,-5.804,1,0.04,145.038,4,0.341
Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,90,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
Doja Cat,Candy,1VJwtWR6z7SpZRwipI12be,86,0.513,0.689,190920,0.516,0.0,8,0.163,-5.857,1,0.0444,124.876,4,0.209
Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,84,0.462,0.699,165000,0.558,0.0,11,0.116,-7.622,1,0.0603,79.992,4,0.493
Juice WRLD,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,83,0.0769,0.671,165820,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203
Morgan Wallen,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,81,0.369,0.614,234347,0.68,1.84e-06,6,0.115,-4.58,1,0.0289,149.959,4,0.707
XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,86,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,82,0.111,0.935,145627,0.552,0.0,10,0.0952,-9.373,0,0.335,99.993,4,0.615
Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,82,0.035,0.964,142273,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562
Khalid,Better,6zeeWid2sgw4lap2jV61PZ,82,0.0765,0.596,229320,0.552,0.334,0,0.104,-10.278,0,0.097,97.949,4,0.112
21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,82,0.0395,0.837,288624,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.274
Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,87,0.193,0.579,190947,0.904,0.0,5,0.064,-2.729,1,0.0618,82.014,4,0.681
Juice WRLD,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,81,0.186,0.736,169999,0.67,0.0,10,0.114,-6.702,1,0.311,130.032,4,0.845
A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,82,0.407,0.791,179449,0.587,0.0,3,0.148,-5.075,0,0.0413,96.057,4,0.536
Kodak Black,ZEZE,0FZ4Dmg8jJJAPJnvBIzD9z,84,0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
Dan + Shay,Speechless,3GJ4hzg4lrGwU51Y3VARbF,80,0.356,0.616,213387,0.438,0.0,1,0.24,-5.968,1,0.0298,135.929,4,0.386
XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,85,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,84,0.546,0.75,221440,0.56,0.0,8,0.111,-8.094,1,0.105,140.06,4,0.459
Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,83,0.0164,0.912,238614,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,88,0.72,0.498,179080,0.235,0.0,1,0.144,-16.541,0,0.188,118.917,4,0.0895
Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,86,0.0332,0.754,198973,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,0.357
Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,81,0.0079,0.825,175954,0.572,0.0,6,0.113,-6.067,0,0.0864,141.991,4,0.568
Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,85,0.0531,0.763,190557,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193
Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,83,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261
benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,85,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0,0.321,89.391,4,0.319
Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,87,0.223,0.815,177667,0.518,0.0,7,0.104,-6.594,0,0.0897,151.891,4,0.877
The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,84,0.17,0.461,228373,0.593,0.0,1,0.307,-4.954,1,0.0356,134.17,3,0.175
Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,85,0.099,0.816,253390,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,79,0.0167,0.938,158332,0.638,0.0,8,0.111,-4.713,1,0.189,97.075,4,0.313
Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,84,0.0175,0.669,196400,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,82,0.283,0.785,150043,0.554,3.4e-06,0,0.116,-6.571,1,0.0409,128.047,4,0.144
Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,80,0.368,0.901,203267,0.464,1.71e-05,5,0.238,-9.789,0,0.0645,109.004,4,0.638
Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,80,0.0509,0.676,203881,0.578,0.0,10,0.0796,-4.669,0,0.375,158.896,4,0.698
5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,85,0.0169,0.596,203418,0.854,0.0,7,0.124,-5.114,0,0.463,120.274,4,0.152
Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,79,0.0292,0.533,183160,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7
Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,87,0.74,0.652,169354,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,4,0.483
Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,81,0.107,0.792,195637,0.743,0.0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
Jeremy Zucker,comethru,18uwL0vNUanqZH0ro2QcOP,87,0.607,0.795,181613,0.178,0.0,0,0.623,-11.991,1,0.0574,93.982,4,0.608
Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,81,0.64,0.664,227533,0.667,1.22e-06,4,0.0753,-5.941,1,0.154,180.064,4,0.381
Juice WRLD,Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,80,0.0414,0.665,175755,0.651,0.0,1,0.0896,-5.515,1,0.156,163.935,4,0.237
Zedd,The Middle,09IStsImFySgyp0pIQdqAc,84,0.171,0.753,184732,0.657,0.0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,88,0.0691,0.719,187436,0.704,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
Future,Fine China,5274I4mUMnYczyeXkGDWZN,80,0.0484,0.656,141587,0.542,0.0,7,0.126,-7.358,1,0.323,166.111,4,0.551
The Chainsmokers,This Feeling,4NBTZtAt1F13VvlSKe6KTl,83,0.0558,0.575,197947,0.571,0.0,1,0.0912,-7.906,1,0.0439,105.049,4,0.449
Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,82,0.0161,0.71,131064,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717
Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e,81,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.508,0,0.29,130.003,4,0.219
Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,80,0.0137,0.577,169667,0.833,0.0,5,0.121,-3.337,1,0.0695,107.936,4,0.58
Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,78,0.00587,0.755,215364,0.615,1.75e-06,4,0.109,-8.245,1,0.0454,105.955,4,0.039
Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,80,0.443,0.656,222374,0.432,0.0,6,0.132,-9.481,0,0.217,97.022,4,0.0897
YoungBoy Never Broke Again,Slime Belief,2qGfZAgDe1pV2y5xJAhi6R,77,0.257,0.748,192606,0.578,0.0,9,0.13,-5.72,1,0.194,140.016,4,0.166
YNW Melly,Freddy Krueger (feat. Tee Grizzley),0hwkukpHcBJfGcIUxi1tK2,78,0.0918,0.834,244506,0.621,0.0,7,0.0759,-6.156,1,0.0821,140.05,4,0.613
Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,89,0.371,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.323
Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,78,0.191,0.674,153800,0.649,0.0,1,0.122,-8.433,0,0.199,153.069,4,0.48
Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,85,0.697,0.553,196373,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443
Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,78,0.00127,0.964,154024,0.487,6.57e-06,10,0.115,-6.071,0,0.421,127.05,4,0.107
Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,83,0.0236,0.884,232959,0.559,0.0,0,0.101,-7.442,1,0.12,97.994,4,0.342
Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,82,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757
Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,80,0.367,0.52,345133,0.538,0.00187,1,0.119,-8.109,1,0.206,141.894,4,0.177
Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,85,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158
Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,84,0.0589,0.835,217925,0.626,6e-05,1,0.396,-5.833,1,0.125,91.03,4,0.35
Morgan Wallen,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,77,0.657,0.631,205453,0.591,0.0,7,0.11,-5.785,1,0.0277,97.074,4,0.489
Chris Lane,I Don't Know About You,3yOs8FffuG6hPbzQG9lIqV,77,0.602,0.593,207933,0.81,0.0,1,0.119,-5.733,1,0.0625,144.011,4,0.712
Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,82,0.00947,0.487,270715,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564
XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,82,0.779,0.699,160184,0.304,0.000993,1,0.137,-11.192,1,0.0993,119.705,4,0.271
SHAED,Trampoline,0lsRatBUs9HNIZAmoGABzk,79,0.488,0.689,184060,0.412,0.00016,7,0.0659,-7.523,0,0.0301,126.754,4,0.537
Pink Sweat$,Honesty,2B1JaRSd7T7YP90n6sCh9I,75,0.964,0.66,189000,0.139,8.02e-06,6,0.104,-16.339,0,0.0322,79.976,4,0.306
Post Malone,Stay,4H7WNRErSbONkM06blBoGc,80,0.449,0.507,204427,0.48,0.0,5,0.147,-5.418,1,0.0266,86.046,4,0.35
Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,77,0.0996,0.91,152000,0.366,0.0,1,0.261,-9.954,1,0.0941,119.985,4,0.74
Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,79,0.073,0.754,121347,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,78,0.588,0.81,208293,0.353,0.0,6,0.102,-9.931,0,0.31,88.031,4,0.0727
Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,78,0.0622,0.715,205800,0.639,0.0,5,0.157,-5.017,0,0.0752,149.996,4,0.151
BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,80,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,0.595
Roddy Ricch,Down Below,4SWWe2OYC4mqf40Gc2RSdl,78,0.036,0.926,224002,0.454,0.000422,6,0.0896,-9.932,1,0.0732,119.969,4,0.34
Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,80,0.225,0.477,213993,0.61,0.0,11,0.107,-5.628,0,0.144,79.882,4,0.358
Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,80,0.0991,0.716,226693,0.729,0.0,5,0.0842,-6.313,1,0.117,131.975,4,0.276
Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,77,0.371,0.9,174336,0.385,0.0,1,0.142,-12.189,0,0.435,99.964,4,0.488
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,84,0.0969,0.574,182623,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,4,0.492
Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,81,0.0956,0.708,201707,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,4,0.338
Lil Mosey,Kamikaze,3to5UxKsozb4T6CfwHuhLJ,79,0.301,0.792,139200,0.571,0.0,8,0.1,-7.539,0,0.094,99.999,4,0.556
Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,80,0.201,0.702,198408,0.708,0.0,10,0.118,-5.366,0,0.0547,147.98,4,0.713
Lauren Daigle,You Say,6Up545NUflOiXo8cEraH49,82,0.682,0.486,274693,0.632,0.0,5,0.0869,-6.89,1,0.0344,147.892,4,0.0791
King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,81,0.648,0.6,225133,0.535,4.7e-06,4,0.162,-7.043,1,0.107,71.912,4,0.269
Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,80,0.619,0.672,174358,0.588,0.241,1,0.0992,-9.573,1,0.133,169.033,4,0.204
Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,83,0.346,0.638,180000,0.717,0.0,2,0.105,-4.722,1,0.0337,100.027,4,0.249
6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,79,0.696,0.61,240342,0.458,0.000103,9,0.0852,-11.336,1,0.36,192.099,4,0.246
Shordie Shordie,Bitchuary,4dV3okcjbQwTcg4ObIGr4N,76,0.349,0.762,134213,0.383,0.0,5,0.127,-10.098,0,0.202,92.947,4,0.44
Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,82,0.0627,0.876,244679,0.786,0.0,10,0.127,-4.884,0,0.306,153.068,4,0.575
Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,78,0.0802,0.776,186945,0.736,0.0,7,0.159,-4.612,1,0.247,147.946,4,0.233
Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,85,0.184,0.765,217307,0.523,3.56e-05,2,0.132,-4.333,1,0.03,104.988,4,0.394
Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,84,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
Khalid,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,80,0.606,0.551,210667,0.44,3.02e-05,10,0.11,-8.559,1,0.0985,167.923,4,0.341
"Earth, Wind & Fire",September,7Cuk8jsPPoNYQWXK9XRFvG,83,0.165,0.694,215080,0.831,0.000892,9,0.25,-7.288,1,0.0301,125.901,4,0.98
Calum Scott,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,85,0.918,0.331,204326,0.235,0.0,10,0.137,-7.7,1,0.0299,171.232,3,0.218
Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,80,0.183,0.652,263014,0.678,3.26e-05,2,0.106,-6.183,1,0.0541,72.989,4,0.28
Calboy,Envy Me,05t7JMip6JrLuSrMV5yYjX,78,0.282,0.556,120137,0.481,0.0,11,0.216,-7.663,1,0.313,149.025,4,0.581
Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,77,0.68,0.767,121680,0.538,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.343
Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,77,0.0381,0.742,258475,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,4,0.502
Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,77,0.0312,0.489,196747,0.581,0.0,11,0.132,-5.731,1,0.0281,86.016,4,0.494
Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,77,0.113,0.808,166400,0.617,0.0,10,0.734,-9.32,0,0.442,149.962,4,0.632
Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,84,0.839,0.682,260285,0.173,3.26e-05,1,0.0983,-8.749,1,0.0314,112.663,4,0.236
Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,80,0.192,0.741,231964,0.645,0.0,11,0.163,-5.116,0,0.0963,149.07,4,0.488
tobi lou,Buff Baby,1F1QmI8TMHir9SUFrooq5F,78,0.243,0.734,215385,0.765,0.0,5,0.101,-6.047,1,0.0571,156.04,4,0.512
Blueface,Thotiana,3oh6SCCeLuXhFpEyepla6G,79,0.18,0.906,129264,0.382,0.0,10,0.113,-12.89,0,0.269,104.025,4,0.391
Alessia Cara,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,80,0.8,0.492,227693,0.267,0.0,7,0.249,-9.25,1,0.0336,117.679,3,0.137
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,83,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,4,0.294
XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,79,0.661,0.592,110886,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225
Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,80,0.836,0.773,169973,0.437,2.42e-05,9,0.544,-8.281,1,0.0963,103.861,4,0.707
Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,85,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,77,0.307,0.877,226743,0.477,0.0,9,0.0929,-7.379,0,0.0587,127.023,4,0.552
Ruel,Dazed & Confused,2pyjbGTpJCPjMYwCbdymiF,79,0.102,0.688,189608,0.5,0.0,2,0.355,-7.411,1,0.138,127.906,3,0.418
6ix9ine,FEFE,2l8nEO0vsTRCRnGqQty6qx,80,0.088,0.931,179405,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,77,0.0659,0.926,223713,0.703,0.0,11,0.231,-6.337,0,0.103,125.022,4,0.485
John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,82,0.325,0.828,216015,0.689,0.0384,7,0.0808,-7.878,1,0.0326,123.931,4,0.853
YoungBoy Never Broke Again,Outside Today,3sA7HKGzcKTVscdiTCrWpX,74,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0,0.0694,134.068,4,0.0585
Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,80,0.919,0.777,176472,0.422,0.00877,0,0.0958,-10.114,1,0.0482,120.041,4,0.187
Alec Benjamin,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,79,0.388,0.723,218893,0.504,7.4e-05,8,0.087,-5.572,1,0.0392,133.975,4,0.551
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,76,0.00552,0.745,237240,0.346,0.0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,78,0.202,0.876,175230,0.519,0.0,11,0.108,-6.531,1,0.143,94.981,4,0.158
Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,82,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442
Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,82,0.00281,0.63,195519,0.694,0.0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216
88rising,Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,79,0.359,0.409,280842,0.678,4.76e-06,9,0.167,-7.731,1,0.0878,89.968,4,0.168
Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,82,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,84,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603
girl in red,we fell in love in october,1BYZxKSf0aTxp8ZFoeyM3d,79,0.113,0.566,184154,0.366,0.181,7,0.155,-12.808,1,0.028,129.959,4,0.237
Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,77,0.115,0.594,191840,0.798,0.0,4,0.143,-5.244,1,0.0844,142.049,4,0.381
Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,76,0.66,0.769,164640,0.479,0.0,1,0.0914,-5.339,1,0.0385,96.051,4,0.803
Oliver Tree,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,78,0.111,0.803,163525,0.599,0.0,1,0.236,-5.169,1,0.0985,130.107,4,0.484
Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,77,0.685,0.758,211150,0.701,6.22e-06,9,0.114,-6.053,1,0.162,106.74,4,0.626
Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,79,0.00381,0.8,204665,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
Joji,CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,78,0.684,0.9,107077,0.316,0.0771,9,0.0853,-8.797,1,0.332,129.914,4,0.844
Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,80,0.0876,0.907,276147,0.633,2.6e-06,2,0.106,-5.145,1,0.184,145.914,4,0.395
Lauv,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,81,0.49,0.755,174861,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374
Roddy Ricch,Die Young,3wLtYwtqvKK2ewelSVPeDK,77,0.218,0.688,157657,0.656,0.0,4,0.115,-5.541,0,0.276,160.414,4,0.365
RL Grime,UCLA,3OaunNUlXXs5e2PXtNAzzG,75,0.0742,0.536,192000,0.879,0.0,1,0.0847,-3.019,1,0.0621,140.137,4,0.334
Bazzi,3:15,6pmZMP2ET1OJi5rKfLO8jD,76,0.385,0.651,167019,0.654,0.0,1,0.181,-5.481,1,0.0466,141.975,4,0.539
NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,78,0.381,0.642,195053,0.782,0.0,5,0.108,-3.395,0,0.0477,162.005,4,0.396
YBN Cordae,Kung Fu,1eEYbTvRWPEozV0ttNO0NC,76,0.0227,0.876,199680,0.608,1.16e-05,8,0.107,-6.019,1,0.109,124.983,4,0.258
Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,75,0.317,0.721,166343,0.508,0.0,7,0.153,-7.496,1,0.394,159.911,4,0.457
Lewis Capaldi,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,87,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
Roddy Ricch,Every Season,1ttPzkTSpQUFcEGx8bjerL,76,0.0632,0.936,214376,0.704,0.0,5,0.104,-5.47,0,0.457,130.022,4,0.566
AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,73,0.0364,0.454,212374,0.66,0.0,0,0.181,-4.357,1,0.168,184.353,4,0.568
LANCO,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,75,0.401,0.671,222573,0.617,0.0,10,0.119,-8.72,1,0.0561,147.986,4,0.62
