Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Selena Gomez,Look At Her Now,4yI3HpbSFSgFZtJP2kDe5m,92,0.114,0.563,162596.0,0.564,0.0254,10.0,0.304,-7.906,0.0,0.271,154.355,5.0,0.55
24kGoldn,VALENTINO,0c7K73roy6RW4ebDkf4yGh,87,0.197,0.745,179133.0,0.718,0.0,9.0,0.134,-4.853,0.0,0.183,151.097,4.0,0.539
Chance the Rapper,Hot Shower,00ko9WaS4jOX1kEk3gvHjf,85,0.0016,0.897,225924.0,0.522,0.0,2.0,0.0554,-7.578,1.0,0.374,149.986,4.0,0.623
J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,87,0.149,0.837,213594.0,0.364,0.0,8.0,0.271,-11.713,1.0,0.276,123.984,4.0,0.463
Young Thug,Bad Bad Bad (feat. Lil Baby),1GeNui6m825V8jP4uKiIaH,85,0.0976,0.974,149040.0,0.596,0.0,6.0,0.151,-8.888,1.0,0.184,111.959,4.0,0.892
Polo G,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,86,0.15,0.772,166560.0,0.639,0.0,1.0,0.0698,-7.119,1.0,0.467,168.112,4.0,0.261
Post Malone,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,88,0.0545,0.617,150867.0,0.684,0.0,0.0,0.104,-3.618,1.0,0.0439,132.113,4.0,0.295
Y2K,Lalala,51Fjme0JiitpyXKuyQiCDo,94,0.181,0.843,160627.0,0.391,0.0,2.0,0.137,-7.899,1.0,0.0845,129.972,4.0,0.496
Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,89,0.136,0.829,149547.0,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,0.388
Shawn Mendes,Señorita,0TK2YIli7K1leLovkQiNik,96,0.037,0.759,190960.0,0.54,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,0.75
Lizzo,Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,91,0.298,0.668,159011.0,0.892,0.0,5.0,0.735,-3.001,0.0,0.0645,95.927,4.0,0.478
Bad Bunny,Vete,5DxXgozhkPLgrbKFY91w0c,92,0.0363,0.886,192024.0,0.672,8.78e-06,1.0,0.101,-4.394,1.0,0.188,91.976,4.0,0.526
21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,85,0.00813,0.741,254723.0,0.87,0.0,6.0,0.114,-3.494,0.0,0.503,184.194,4.0,0.663
Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,90,0.978,0.367,196077.0,0.111,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,4.0,0.198
Camila Cabello,Liar,7LzouaWGFCy4tkXDOOnEyM,93,0.0169,0.74,207039.0,0.498,0.00282,11.0,0.319,-6.684,0.0,0.0456,98.016,4.0,0.652
Ellie Goulding,Hate Me (with Juice WRLD),6kls8cSlUyHW2BUOkDJIZE,89,0.108,0.657,186223.0,0.768,0.0,8.0,0.144,-4.628,1.0,0.0507,75.025,4.0,0.759
Lil Tecca,Did It Again,4guBZjUyrGoHsTahO3IHdj,85,0.185,0.686,116240.0,0.561,0.0,10.0,0.114,-9.929,0.0,0.191,148.775,4.0,0.186
Internet Money,Somebody,735RSTb2xbtWbDtKD9XDYi,85,0.363,0.63,174333.0,0.671,0.0,6.0,0.113,-6.659,0.0,0.256,89.921,4.0,0.333
Lil Nas X,Panini,6fTt0CH2t0mdeB2N9XFG5r,88,0.342,0.703,114893.0,0.594,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,0.475
Ed Sheeran,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,92,0.124,0.64,197867.0,0.648,0.0,5.0,0.0802,-8.113,0.0,0.187,92.977,4.0,0.548
Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,88,0.331,0.405,156267.0,0.646,0.0,4.0,0.103,-3.206,0.0,0.0476,130.218,4.0,0.17
Lil Nas X,Panini - DaBaby Remix,4SDgTLDYrJ2UrHbkRkg7MD,85,0.22,0.717,151040.0,0.598,0.0,5.0,0.122,-5.613,0.0,0.0809,153.905,4.0,0.496
Roddy Ricch,Start Wit Me (feat. Gunna),5ravc2aiNoYmu9m37diYXW,84,0.0401,0.924,146656.0,0.466,0.0,4.0,0.109,-9.472,0.0,0.244,130.038,4.0,0.539
Ant Saunders,Yellow Hearts,2W4yABdLc4Jnds67Poi5Nl,88,0.177,0.865,223258.0,0.438,0.0,7.0,0.0743,-8.943,1.0,0.0719,129.038,4.0,0.695
Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,85,0.328,0.685,240051.0,0.692,0.0,2.0,0.153,-5.122,1.0,0.0457,159.966,5.0,0.578
"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,85,0.23,0.554,190067.0,0.498,5.98e-06,9.0,0.795,-8.866,1.0,0.0685,79.635,4.0,0.413
Trippie Redd,6 Kiss,7tgjDlQsMR8RvkdlNCJA58,84,0.109,0.687,199437.0,0.449,0.0,2.0,0.282,-10.061,1.0,0.154,142.048,4.0,0.229
Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,84,0.0948,0.729,243976.0,0.603,0.0,6.0,0.113,-6.736,0.0,0.0666,134.972,4.0,0.207
Diplo,Heartless (feat. Morgan Wallen),0rFQ5cKYJ9WtHSKp9sxVYt,84,0.275,0.764,169227.0,0.555,0.0,11.0,0.0824,-6.414,1.0,0.0604,111.004,4.0,0.255
Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,88,0.492,0.359,221307.0,0.543,1.58e-05,7.0,0.118,-7.582,1.0,0.0919,68.534,4.0,0.453
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),4vUmTMuQqjdnvlZmAH61Qk,93,0.148,0.857,204467.0,0.621,0.0,9.0,0.0865,-6.376,0.0,0.0824,97.986,4.0,0.668
Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,93,0.6,0.61,250534.0,0.624,2.12e-06,2.0,0.243,-4.773,1.0,0.309,176.169,4.0,0.244
Marshmello,One Thing Right,4hPpVbbakQNv8YTHYaOJP4,87,0.0667,0.659,181824.0,0.623,0.0,4.0,0.582,-2.253,1.0,0.0451,88.042,4.0,0.439
Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,90,0.592,0.778,178627.0,0.317,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,4.0,0.327
Khalid,Up All Night,1mpD5Q8IM32I4bF6eCpU74,88,0.00103,0.665,157220.0,0.712,0.00342,1.0,0.102,-7.536,1.0,0.0527,93.989,4.0,0.669
YoungBoy Never Broke Again,Self Control,4vSoyDfL0uZyUoWu5NNNsQ,82,0.0349,0.82,185866.0,0.697,0.0,6.0,0.197,-7.296,0.0,0.378,154.992,4.0,0.629
J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,93,0.152,0.754,242573.0,0.646,1.85e-05,7.0,0.108,-5.795,1.0,0.317,176.089,4.0,0.429
Zedd,Good Thing (with Kehlani),5aUSEPNd3m5xliFK4pn5mU,88,0.399,0.693,210901.0,0.564,0.0,1.0,0.0409,-3.857,0.0,0.0378,185.913,3.0,0.574
Post Malone,On The Road (feat. Meek Mill & Lil Baby),12Fkyg9lpmaz2zmKOfw2Y2,85,0.0589,0.442,218320.0,0.737,0.0,7.0,0.102,-5.046,1.0,0.109,112.93,5.0,0.21
Quality Control,Baby,2nKYHpmwjLaEOXS3o7QMiz,82,0.0957,0.97,142417.0,0.463,0.0,10.0,0.151,-7.259,1.0,0.366,108.003,4.0,0.46
Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,84,0.0119,0.684,171253.0,0.671,0.0,2.0,0.0769,-6.424,0.0,0.289,179.987,4.0,0.45
Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,89,0.0119,0.591,158805.0,0.841,0.0,4.0,0.395,-4.351,0.0,0.0304,109.034,4.0,0.392
Taylor Swift,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,88,0.00929,0.771,171360.0,0.671,0.0,2.0,0.0637,-5.617,1.0,0.0553,85.026,4.0,0.714
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,88,0.533,0.755,157560.0,0.522,0.0,2.0,0.0685,-4.368,1.0,0.0575,89.96,4.0,0.925
NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],67XyC1GdSkKb9sbRRkUDXS,83,0.0251,0.894,176632.0,0.511,0.0,2.0,0.14,-4.768,1.0,0.42,120.08,4.0,0.568
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,88,0.433,0.448,221307.0,0.603,0.0,7.0,0.0862,-7.176,1.0,0.064,205.272,3.0,0.422
Bazzi,I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,88,0.379,0.812,165714.0,0.519,0.0,2.0,0.13,-4.823,1.0,0.0385,104.954,4.0,0.554
Young Thug,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,85,0.0247,0.796,200107.0,0.586,0.0,4.0,0.132,-6.946,0.0,0.147,97.981,4.0,0.179
Post Malone,Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,85,0.19,0.614,245267.0,0.66,0.0,0.0,0.211,-2.848,1.0,0.0441,145.01,4.0,0.452
Lil Tecca,Love Me,4e0FYxSROat25pH16zMTZI,85,0.632,0.719,117013.0,0.538,0.0,11.0,0.135,-6.897,0.0,0.28,204.132,4.0,0.803
Lil Nas X,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,91,0.0533,0.878,157067.0,0.619,0.0,6.0,0.113,-5.56,1.0,0.102,136.041,4.0,0.639
Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",2zjGJ0dChMR0KxBZS15aqo,84,0.189,0.883,174100.0,0.525,0.0,2.0,0.0971,-8.054,0.0,0.0633,99.978,4.0,0.312
Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,95,0.159,0.882,157606.0,0.78,5.22e-05,0.0,0.0973,-4.256,1.0,0.0939,117.945,4.0,0.867
Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,88,0.119,0.4,186107.0,0.795,0.0,10.0,0.159,-3.731,0.0,0.461,190.097,4.0,0.702
Harry Styles,Lights Up,5aJEh9Oqdz7PRLKTpH25pB,87,0.0392,0.575,172213.0,0.621,0.0045,10.0,0.141,-8.165,0.0,0.032,101.987,4.0,0.27
The Black Eyed Peas,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,97,0.0334,0.721,221714.0,0.716,0.00084,10.0,0.237,-7.037,0.0,0.0657,104.994,4.0,0.667
Mustard,Pure Water (with Migos),3j84U36KvLeXNDPv4t5pI8,85,0.174,0.682,192471.0,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.015,4.0,0.137
Megan Thee Stallion,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,81,0.0218,0.921,192540.0,0.635,0.0,1.0,0.0946,-4.904,1.0,0.416,130.028,4.0,0.549
Ariana Grande,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,88,0.229,0.717,207320.0,0.653,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,0.412
PARTYNEXTDOOR,Loyal (feat. Drake),5bvnqVuq7UFl0txSlHpsfS,86,0.517,0.866,197973.0,0.53,0.00159,0.0,0.0946,-6.347,0.0,0.0495,104.952,4.0,0.203
Normani,Motivation,0rIAC4PXANcKmitJfoqmVm,87,0.0192,0.599,193837.0,0.887,1.21e-06,4.0,0.3,-3.967,1.0,0.0984,170.918,4.0,0.881
Lauv,Mean It,3GRSqlALWISqLeNncZMbpX,89,0.0407,0.746,232853.0,0.45,0.0,7.0,0.172,-8.543,1.0,0.0872,95.998,4.0,0.336
Doja Cat,Juicy,7qvsl2pYzrsYgPeFBN5jxp,84,0.0856,0.786,202333.0,0.658,0.0,0.0,0.0689,-2.61,1.0,0.0661,170.037,4.0,0.458
Old Dominion,One Man Band,08dFHFTx6r67MTsYn5ilDR,81,0.677,0.706,186240.0,0.358,0.0,6.0,0.107,-8.331,1.0,0.0348,75.991,4.0,0.478
Saweetie,My Type,5KBARWIxeMGkvUax9VtVC9,82,0.000677,0.899,126446.0,0.811,0.0,2.0,0.0672,-6.294,1.0,0.258,105.038,4.0,0.587
Russ,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,83,0.217,0.568,160720.0,0.764,0.0,5.0,0.0931,-3.465,0.0,0.255,179.985,4.0,0.625
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,83,0.00485,0.872,199427.0,0.814,1.96e-06,0.0,0.214,-4.568,1.0,0.155,98.985,4.0,0.57
Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,85,0.849,0.323,194848.0,0.405,0.000544,10.0,0.138,-8.533,0.0,0.0413,145.104,5.0,0.274
JP Saxe,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,86,0.866,0.464,208687.0,0.473,0.0,1.0,0.109,-10.086,1.0,0.129,75.801,4.0,0.604
Billie Eilish,bury a friend,4SSnFejRGlZikf02HLewEF,87,0.74,0.905,193143.0,0.389,0.162,8.0,0.106,-14.505,1.0,0.332,120.046,4.0,0.196
Noah Cyrus,July,5a6pdCHlWS2ekOOQ70QnAr,86,0.868,0.708,156107.0,0.186,0.0,9.0,0.0779,-8.953,0.0,0.0422,72.541,4.0,0.321
Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc,86,0.952,0.421,291796.0,0.131,0.00453,0.0,0.109,-18.435,1.0,0.0382,137.446,4.0,0.12
Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,83,0.603,0.726,143227.0,0.408,0.0,11.0,0.225,-6.606,0.0,0.0614,115.918,4.0,0.459
Kanye West,Closed On Sunday,3JWiDGQX2eTlFvKj3Yssj3,84,0.873,0.799,151873.0,0.291,0.000641,11.0,0.139,-7.353,0.0,0.0318,97.984,4.0,0.406
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),364spZLB5bhNlnPrzvUB41,82,0.0187,0.512,183589.0,0.623,0.0,9.0,0.13,-6.553,0.0,0.0808,112.15,5.0,0.219
DaBaby,INTRO,77KMttn3Lic7ZQKDlPqp8v,81,0.0342,0.862,172800.0,0.685,0.0,0.0,0.204,-7.699,0.0,0.242,100.024,4.0,0.672
Major Lazer,Trigger,0Z26mbSHJ1dkUu7g9DDgif,87,0.128,0.57,171987.0,0.585,9.7e-05,8.0,0.111,-7.041,1.0,0.251,97.285,4.0,0.378
Anuel AA,China,2ksOAxtIxY8yElEWw8RhgK,95,0.0846,0.786,301714.0,0.808,0.000289,7.0,0.0822,-3.702,1.0,0.0882,105.027,4.0,0.609
J Balvin,Solitario,37ygBughigkXoKebp10eu0,0,0.0892,0.784,207720.0,0.812,0.0112,1.0,0.106,-4.499,1.0,0.0588,100.006,4.0,0.704
Bazzi,Paradise,0Rx0DJI556Ix5gBny6EWmn,84,0.0828,0.844,169038.0,0.644,0.0,11.0,0.113,-6.273,0.0,0.0479,122.061,4.0,0.591
Summer Walker,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,83,0.159,0.679,181013.0,0.728,0.0,5.0,0.107,-3.092,0.0,0.154,152.001,4.0,0.46
Lil Skies,I,4ZT9FnbFu1PaBfV3itxiqT,82,0.627,0.649,181891.0,0.453,0.0,6.0,0.116,-7.28,1.0,0.085,99.183,4.0,0.431
Kanye West,On God,2SasoXZyv82yYgHiVOvxQn,83,0.0671,0.41,136351.0,0.886,0.0,9.0,0.461,-4.413,0.0,0.155,72.577,4.0,0.393
Khalid,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,84,0.051,0.901,197573.0,0.4,0.0,0.0,0.0599,-8.575,1.0,0.126,135.984,4.0,0.346
DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,80,0.0794,0.816,136366.0,0.582,5.84e-06,8.0,0.0916,-4.141,1.0,0.341,160.004,4.0,0.542
Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86,0.39,0.853,221543.0,0.351,9.38e-06,7.0,0.752,-10.198,1.0,0.241,118.028,4.0,0.282
DaBaby,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,81,0.128,0.755,141827.0,0.772,0.0,6.0,0.157,-5.585,1.0,0.4,132.906,4.0,0.678
YoungBoy Never Broke Again,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,79,0.232,0.739,128414.0,0.637,0.0,4.0,0.634,-5.79,0.0,0.44,164.91,4.0,0.513
Sam Smith,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,88,0.45,0.741,171030.0,0.52,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0,0.347
Ed Sheeran,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,91,0.0912,0.798,219947.0,0.675,0.0,6.0,0.0894,-5.041,1.0,0.0442,101.956,4.0,0.842
Quality Control,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,81,0.0957,0.97,142417.0,0.463,0.0,10.0,0.151,-7.259,1.0,0.366,108.003,4.0,0.46
Trippie Redd,Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,81,0.0579,0.802,172196.0,0.82,0.0,10.0,0.149,-5.969,0.0,0.146,164.005,4.0,0.613
DaBaby,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,81,0.0219,0.852,157693.0,0.73,0.0,1.0,0.336,-5.803,1.0,0.0579,92.506,4.0,0.394
Kanye West,Selah,39JRmdKFka1Oe09FoOCPI4,83,0.647,0.482,164620.0,0.618,0.000859,9.0,0.32,-5.673,0.0,0.197,90.076,3.0,0.146
DaBaby,RAW SHIT (feat. Migos),1CCDIow4pPYyJYzhtTUYz2,80,0.0273,0.874,216678.0,0.714,0.0,5.0,0.356,-4.946,1.0,0.233,130.046,4.0,0.85
KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,93,0.295,0.803,200960.0,0.715,0.000134,2.0,0.0574,-3.28,1.0,0.298,101.085,4.0,0.574
Post Malone,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,83,0.105,0.632,221173.0,0.732,1.15e-05,6.0,0.111,-3.498,1.0,0.092,159.0,4.0,0.317
Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,88,0.946,0.736,220492.0,0.308,0.0,4.0,0.186,-7.83,1.0,0.0677,111.202,4.0,0.361
Kanye West,Everything We Need,24bnCCysWnbNRNUT4LpHcP,83,0.312,0.894,116560.0,0.416,0.0,9.0,0.146,-6.823,0.0,0.0538,116.96,4.0,0.463
Lewis Capaldi,Before You Go,7ce20yLkzuXXLUhzIDoZih,89,0.604,0.459,215107.0,0.575,0.0,3.0,0.0885,-4.858,1.0,0.0573,111.881,4.0,0.183
Drake,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,83,0.769,0.854,163121.0,0.554,1.84e-06,8.0,0.0749,-4.684,1.0,0.172,142.069,4.0,0.272
Jonas Brothers,Only Human,0DiDStADDVh3SvAsoJAFMk,88,0.108,0.795,183000.0,0.496,0.0,0.0,0.0645,-5.883,1.0,0.0722,94.01,4.0,0.874
