Artist,Track Name,Track ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Elton John,Bennie And The Jets - Remastered 2014,0dBatXn1vVUl0jLgXRClwD,72,0.259,0.665,322549,0.673,7.62e-06,0,0.497,-7.95,1,0.0493,132.642,4,0.779
Joni Mitchell,Big Yellow Taxi,6UkMcAA19lTdjs22jtB7o2,70,0.579,0.611,134800,0.47,0.0,4,0.581,-9.135,1,0.0356,85.527,4,0.97
Johnny Nash,I Can See Clearly Now,0oCT5rVvMdPPUm0bxG7yzT,53,0.41,0.683,162653,0.53,7.43e-05,2,0.06,-8.542,1,0.0601,124.392,4,0.579
Stevie Wonder,Sir Duke,4RQgqR09VmHn345vRhKQ6T,23,0.16,0.576,234093,0.579,0.0,6,0.0777,-9.628,1,0.0769,106.978,4,0.947
James Taylor,Fire and Rain,3LcYYV9ozePfgYYmXv0P3r,74,0.499,0.611,200579,0.35,7.84e-06,5,0.0844,-14.48,1,0.0356,76.064,4,0.36
Barry Manilow,Mandy,6iXQrhhgBisdfvS34EMTZ3,70,0.418,0.308,213333,0.464,2.49e-06,10,0.143,-9.032,1,0.0279,103.734,4,0.318
Carole King,It's Too Late,4etJ8NpS7YJ6vViV2UEJit,49,0.496,0.699,233187,0.446,0.0054,9,0.177,-12.719,0,0.0284,104.243,4,0.788
Queen,Somebody To Love - Remastered 2011,4rDbp1vnvEhieiccprPMdI,77,0.186,0.406,296480,0.698,0.0,8,0.233,-7.024,1,0.0624,109.266,3,0.333
Steely Dan,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,72,0.115,0.52,275467,0.759,0.0,2,0.109,-9.92,1,0.0363,135.347,4,0.706
Creedence Clearwater Revival,Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,80,0.0664,0.741,160133,0.697,2.28e-05,0,0.133,-7.028,1,0.0277,116.109,4,0.774
Simon & Garfunkel,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,72,0.822,0.149,293120,0.206,0.000649,3,0.115,-13.888,1,0.0323,79.764,4,0.264
Chicago,If You Leave Me Now,0KMGxYKeUzK9wc5DZCt3HT,76,0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276
The Doobie Brothers,Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,73,0.0916,0.575,207267,0.912,0.00211,7,0.0562,-7.275,0,0.0393,117.399,4,0.843
Leo Sayer,You Make Me Feel Like Dancing - Remastered,6gTrbqZnyljwXdYQTyBkSx,59,0.0848,0.728,219467,0.718,0.0,8,0.0579,-5.281,0,0.0501,95.922,4,0.733
America,Ventura Highway,4IU1RL4BKvFyXtbTwaHAvW,71,0.223,0.673,211387,0.581,0.000206,2,0.063,-10.205,1,0.029,130.771,4,0.818
Elvis Presley,Burning Love,7zMUCLm1TN9o9JlLISztxO,69,0.0993,0.66,170293,0.748,0.00585,2,0.283,-11.206,1,0.0284,143.549,4,0.972
Carpenters,Please Mr. Postman,6RMo3zv9VjmcGi4V5O3cOL,14,0.157,0.669,172733,0.514,6.97e-06,9,0.095,-11.503,1,0.0293,132.955,4,0.966
10cc,I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,71,0.685,0.404,366640,0.523,0.000498,4,0.282,-15.7,1,0.0575,133.738,4,0.164
ABBA,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe,68,0.163,0.684,243933,0.675,0.0,11,0.242,-8.123,1,0.0257,107.064,4,0.924
Hot Chocolate,You Sexy Thing,714hERk9U1W8FMYkoC83CO,73,0.522,0.791,244920,0.734,0.00165,5,0.167,-5.464,1,0.0629,105.854,4,0.962
Eagles,Hotel California - 2013 Remaster,4Vn7TykT27PIygBiZjTR2s,57,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
The Rolling Stones,Brown Sugar - Remastered,61UuPxxYUvacEH6SHIK3sU,71,0.219,0.633,228667,0.934,0.00021,0,0.0592,-3.594,1,0.0344,128.606,4,0.963
Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,80,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.288
Albert Hammond,It Never Rains in Southern California,6tunhVGD8C05MZNjSVIsjw,64,0.124,0.626,233507,0.565,0.0,9,0.0811,-10.027,1,0.0271,116.61,4,0.924
Exile,Kiss You All Over,3FGcQkWQlkeB82RdZwlw8V,59,0.253,0.741,214400,0.267,0.000447,0,0.0987,-17.204,1,0.0285,102.428,4,0.497
The Beatles,Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,80,0.631,0.443,243027,0.403,0.0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
The Rolling Stones,Wild Horses,52dm9op3rbfAkc1LGXgipW,73,0.687,0.432,341773,0.389,0.0107,7,0.0788,-6.517,1,0.0255,139.506,4,0.158
Bruce Springsteen,Born to Run,6hTcuIQa0sxrrByu9wTD7s,74,0.00501,0.27,269920,0.944,2.05e-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606
Gerry Rafferty,Right Down the Line,2Xb6wJYGi0QXwURw5WWvI5,67,0.213,0.783,267773,0.322,0.00243,0,0.114,-15.091,1,0.0343,128.226,4,0.77
King Harvest,Dancing In The Moonlight,55GxhCTq6SY3tFTVh7z1nR,58,0.684,0.653,178046,0.719,0.0,10,0.408,-5.262,1,0.0363,136.153,4,0.682
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",3M5eeHXgG4VplKNcsBC8Dj,24,0.0514,0.67,160500,0.619,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807
Van Morrison,Into the Mystic - 2013 Remaster,3lh3iiiJeiBXHSZw6u0kh6,73,0.367,0.608,205613,0.524,0.00254,8,0.115,-10.266,1,0.0309,86.204,4,0.797
Janis Joplin,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,72,0.302,0.453,271333,0.464,5.96e-05,2,0.152,-10.96,1,0.0431,93.19,4,0.658
Seals and Crofts,Summer Breeze,01UYpHuzHi4eB9PAbDoPY2,68,0.553,0.49,205480,0.581,0.0177,5,0.0764,-6.566,1,0.0388,88.718,4,0.318
Elton John,Are You Ready For Love? - Remastered,3D15FZXmjfna7aFfKmEajd,69,0.254,0.803,212440,0.748,0.00212,2,0.113,-5.221,1,0.0314,116.532,4,0.752
Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,78,0.883,0.414,199493,0.161,0.000223,7,0.117,-22.32,0,0.0318,159.375,4,0.423
America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,78,0.686,0.654,252240,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
Suzi Quatro,Stumblin' In - 2017 Remaster,0EA8k9iH93YEJFaBuRt7Tc,62,0.126,0.761,239529,0.723,0.000292,7,0.345,-10.549,1,0.0313,129.269,4,0.923
Billy Ocean,Love Really Hurts Without You,0nlVsRpZgsOZi0BFfzHSL9,66,0.00201,0.518,178933,0.904,4.7e-06,5,0.095,-3.844,1,0.0342,140.989,4,0.96
Simon & Garfunkel,The Boxer,76TZCvJ8GitQ2FA1q5dKu0,72,0.702,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,0.0615,93.017,4,0.629
John Lennon,Imagine - Remastered,7pKfPomDEeI4TPT6EOYjn9,78,0.907,0.547,187867,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169
Gerry Rafferty,Baker Street,5gOd6zDC8vhlYjqbQdJVWP,70,0.0929,0.497,365627,0.349,0.028,7,0.259,-14.0,1,0.0297,113.762,4,0.421
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,0HOrDVS349XFcpCYsO2hAP,70,0.000146,0.475,234867,0.439,0.000277,11,0.223,-15.039,0,0.0427,118.392,4,0.76
Bill Withers,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,77,0.457,0.479,125093,0.416,1.72e-05,4,0.118,-11.451,0,0.124,79.593,4,0.514
The Rolling Stones,Angie,1GcVa4jFySlun4jLSuMhiq,73,0.67,0.429,272000,0.554,0.000152,9,0.105,-6.128,0,0.0291,136.302,4,0.407
T. Rex,Get It On,0LoQuiekvzqx7n8flgEKzF,70,0.176,0.728,262613,0.878,0.856,11,0.61,-6.926,0,0.0564,126.59,4,0.911
Dolly Parton,Jolene,2SpEHTbUuebeLkgs9QB7Ue,76,0.566,0.674,161533,0.537,0.0,1,0.131,-10.971,0,0.0363,110.578,4,0.809
Lou Reed,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,76,0.683,0.575,254173,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,4,0.385
Rod Stewart,Sailing,6OuRbvP4PgbuzBIapVzmFJ,69,0.372,0.43,277960,0.374,0.379,11,0.316,-9.949,1,0.0292,128.56,4,0.191
The Knack,My Sharona,1HOMkjp0nHMaTnfAkslCQj,74,0.0589,0.586,295400,0.7,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,0.897
Yusuf / Cat Stevens,Morning Has Broken,3BqqF8suAIzW8655yJfcvh,69,0.622,0.424,200000,0.321,0.0196,7,0.0903,-13.162,1,0.0312,133.126,3,0.405
Marvin Gaye,What's Going On,4RNHbYuRaZesMODlihhsUG,61,0.307,0.433,236467,0.733,0.000144,1,0.0827,-9.244,0,0.0491,102.662,4,0.742
Steely Dan,Do It Again,2BstRQGodshjGpeDGQiNgo,71,0.218,0.682,356733,0.537,3.07e-05,2,0.0556,-10.254,0,0.0323,124.574,4,0.963
Daryl Hall & John Oates,Rich Girl - Remastered,5E3P9e1hvjyIOlFyqNB5eD,71,0.5,0.597,144333,0.643,0.0,5,0.0435,-6.303,1,0.134,167.963,4,0.823
Todd Rundgren,I Saw the Light - 2015 Remaster,5uRkew0DtfAQmv0oEYNwFF,60,0.214,0.504,180280,0.673,2.29e-06,0,0.171,-11.834,0,0.0336,120.418,4,0.581
Cheap Trick,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,72,0.78,0.806,191227,0.462,0.0134,2,0.15,-12.778,1,0.0298,92.726,4,0.736
Bee Gees,How Deep Is Your Love,2JoZzpdeP2G6Csfdq5aLXP,78,0.105,0.633,245200,0.357,0.0,5,0.133,-9.366,0,0.0264,104.938,4,0.674
The Police,Roxanne - Remastered 2003,3FmAUR4SPWa3P1KyDf21Fu,24,0.0384,0.618,191500,0.748,4.1e-06,0,0.0477,-8.905,1,0.361,134.001,4,0.662
Bob Dylan,Knockin' On Heaven's Door - Remastered,6HSXNV0b4M4cLJ7ljgVVeh,74,0.251,0.513,149880,0.396,0.177,7,0.11,-13.061,1,0.0299,140.208,4,0.229
ABBA,Dancing Queen,2ATDkfqprlNNe9mYWodgdc,67,0.168,0.512,231093,0.93,0.00119,9,0.561,-4.344,1,0.0508,100.542,4,0.677
The Rolling Stones,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,75,0.39,0.783,265173,0.878,0.000778,1,0.0426,-3.864,0,0.0308,100.626,4,0.885
Dire Straits,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,81,0.0704,0.723,348400,0.819,0.0266,5,0.336,-10.047,1,0.0303,148.212,4,0.932
Dolly Parton,Here You Come Again,6H7nDglS6xWpRidbhMwI2L,67,0.647,0.529,179491,0.511,0.00724,1,0.0391,-9.37,1,0.0418,106.491,4,0.559
Captain & Tennille,Love Will Keep Us Together,1f4iVGDitHYMVBaoc9GXO2,52,0.317,0.681,206800,0.484,0.0,4,0.121,-13.67,1,0.0348,129.733,4,0.923
John Lennon,Jealous Guy - Remastered 2010,3D9iV6cYkYJRAPFO6DRKIE,68,0.877,0.489,257787,0.389,0.32,4,0.105,-11.653,0,0.0284,131.366,4,0.254
Bill Withers,Lovely Day,0bRXwKfigvpKZUurwqAlEh,73,0.292,0.69,254560,0.651,0.00241,9,0.105,-8.267,1,0.0324,97.918,4,0.706
Roberta Flack,Killing Me Softly with His Song,3gsCAGsWr6pUm1Vy7CPPob,73,0.727,0.477,286920,0.381,0.0,5,0.0615,-10.237,0,0.0342,121.568,4,0.329
Player,Baby Come Back,3adQpYatYOsgAKr853t4mZ,61,0.051,0.648,214067,0.574,0.0,5,0.12,-11.12,0,0.106,156.73,4,0.557
Steve Miller Band,The Joker,1bp2IO61zbQrbWNmKKxg3f,76,0.365,0.596,264504,0.448,5.3e-06,5,0.206,-9.616,1,0.0396,83.293,4,0.796
Stevie Wonder,Superstition,4dwrL3Z5U2RZ6MZiKE2PgL,26,0.0182,0.648,244827,0.751,0.000401,8,0.0418,-8.582,1,0.0806,100.437,4,0.863
Barbra Streisand,Guilty (feat. Barry Gibb),60mGckXEG1EzR4VmjYLfEW,68,0.231,0.626,264333,0.425,0.0,0,0.114,-15.656,1,0.0356,150.875,4,0.952
David Bowie,Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,75,0.209,0.635,274747,0.686,0.0176,9,0.282,-15.648,1,0.053,125.988,4,0.464
Eric Clapton,I Shot The Sheriff,0UOxp1BpnD8uPQMKU4wKjz,65,0.0853,0.73,263747,0.639,0.00221,7,0.102,-11.025,0,0.0524,94.395,4,0.658
Thin Lizzy,Dancing In The Moonlight (It's Caught Me In It's Spotlight),6BmzbaB08O0FjHXeS0cR5b,64,0.00755,0.671,204653,0.461,0.0,4,0.103,-13.874,0,0.13,145.187,4,0.784
Aretha Franklin,Son of a Preacher Man,4uCbetXW9LStYPUjCpBVp9,64,0.545,0.474,199267,0.473,1.25e-06,2,0.0356,-11.454,1,0.0601,77.583,4,0.561
Yusuf / Cat Stevens,Father And Son,19slC7k8bsPOAKDjHYLU2W,75,0.589,0.499,221000,0.33,4.21e-05,7,0.102,-11.467,1,0.0348,135.993,4,0.395
The Real Thing,You To Me Are Everything,0klZpFX0a84jdkqzPNrLQs,65,0.233,0.643,209733,0.909,0.0,11,0.081,-8.467,0,0.0958,102.203,4,0.819
Diana Ross,Ain't No Mountain High Enough,1KbuhBnzMHp4eq1q6flhWd,62,0.191,0.393,215200,0.792,0.00364,8,0.376,-5.076,1,0.0448,98.757,4,0.379
The Temptations,Papa Was A Rollin' Stone - Single Version,1zC9mSQAH2fn3DGscYRuCY,13,0.459,0.82,417040,0.427,0.0494,10,0.0447,-12.728,0,0.0827,121.481,4,0.887
Queen,Crazy Little Thing Called Love - Remastered 2011,6xdLJrVj4vIXwhuG8TMopk,75,0.713,0.599,163373,0.761,4.74e-06,0,0.349,-6.887,1,0.0421,77.015,4,0.712
Simple Minds,Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,59,0.00398,0.602,263973,0.784,0.0852,11,0.0931,-7.976,0,0.0313,133.019,4,0.918
Tina Turner,The Best - Edit,2W2ieVidLIx9TDvxu0ZT6F,72,0.0149,0.681,250133,0.83,0.00376,0,0.214,-6.088,1,0.0271,103.777,4,0.817
Phil Collins,You Can't Hurry Love,4YUlGNZfYA6EUE5KDsGqpC,31,0.0674,0.639,175347,0.923,0.0,7,0.0879,-5.708,1,0.032,97.874,4,0.761
Elton John,I'm Still Standing,0lzpfrTARexLFXEACKSXTh,27,0.455,0.489,181787,0.927,0.00165,10,0.305,-6.298,0,0.17,177.354,4,0.79
The Police,Every Breath You Take,0SNGe4xksgp7CGnY5kMXOJ,69,0.559,0.822,251573,0.478,0.0073,1,0.0813,-8.746,1,0.0343,117.394,4,0.722
George Michael,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,76,0.0094,0.887,193200,0.48,3.58e-05,11,0.0662,-11.994,1,0.117,95.846,4,0.607
Queen,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,82,0.429,0.671,248440,0.712,0.0,2,0.103,-7.815,1,0.0476,113.805,4,0.462
Bruce Springsteen,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,78,0.0115,0.527,241307,0.942,0.0,1,0.188,-5.64,0,0.0366,148.723,4,0.495
Billy Joel,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,79,0.0747,0.701,197707,0.943,0.0,4,0.601,-2.986,1,0.0456,128.992,4,0.791
The Police,Every Little Thing She Does Is Magic - Remastered 2003,60HDLY1Dh2Hy9wTVI3WPzO,26,0.121,0.558,259500,0.768,0.0626,2,0.128,-9.997,1,0.0343,81.909,4,0.429
U2,I Still Haven't Found What I'm Looking For - Remastered 2007,7gozgbG5EBTukCFWToTRA5,28,0.0139,0.565,277480,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,0.686
Culture Club,Karma Chameleon,3XDeeP9wBZzGhIPZmLfEEx,65,0.214,0.661,252760,0.552,0.0,10,0.206,-12.385,1,0.0337,92.056,4,0.928
TOTO,Africa,2374M0fQpWi3dLnB54qaLX,85,0.257,0.671,295893,0.373,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,4,0.732
Bryan Adams,Summer Of '69,0GONea6G2XdnHWjNZd6zt3,82,0.0183,0.508,216053,0.834,0.0,2,0.0732,-6.205,1,0.0386,139.131,4,0.774
Journey,Don't Stop Believin',3DtK601PJiNPe8COo67unB,65,0.242,0.49,249653,0.723,0.0,4,0.371,-9.699,1,0.0408,119.022,4,0.485
Katrina & The Waves,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,79,0.0116,0.596,238733,0.869,0.173,10,0.0678,-11.97,1,0.037,109.902,4,0.944
Queen,I Want To Break Free,3mvoMBK8QDtnhz8U2L2XK2,17,0.0512,0.862,201000,0.401,0.00607,4,0.18,-12.088,1,0.0374,109.142,4,0.8
George Harrison,Got My Mind Set On You - Remastered 2004,3OeUlriM0EZHdWleJtjoVr,71,0.465,0.767,234653,0.854,2.03e-06,4,0.485,-6.947,1,0.0426,149.206,4,0.963
Fleetwood Mac,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,79,0.258,0.73,226653,0.487,0.01,4,0.0852,-10.991,1,0.0303,114.965,4,0.731
Kenny Rogers,Islands In The Stream,4WrwO9Un3ji5wnNySDGHwQ,23,0.427,0.589,249880,0.641,0.0,8,0.0558,-5.533,1,0.0313,204.003,4,0.795
Chris de Burgh,The Lady In Red,5tawGZuoaKGinhLIn9U5X4,20,0.332,0.548,256173,0.294,3.34e-06,10,0.0392,-17.112,1,0.0333,76.698,4,0.491
Queen,Radio Ga Ga - Remastered,1nQRg9q9uwALGzouOX5OyQ,77,0.183,0.744,348227,0.502,0.000228,5,0.189,-7.719,1,0.0359,112.344,4,0.66
Whitesnake,Here I Go Again - 2017 Remaster,0Cp7pkYwl4WCGRHhrfcsrg,60,0.151,0.384,275693,0.846,7.73e-05,7,0.0913,-5.591,1,0.0365,90.172,4,0.272
Wham!,Wake Me Up Before You Go-Go,5XsMz0YfEaHZE0MTb1aujs,26,0.186,0.618,230693,0.764,0.0,0,0.12,-6.027,1,0.0562,81.366,4,0.876
Dire Straits,Walk Of Life,4tyl9OMKMG8F2L0RUYQMH3,27,0.405,0.461,249960,0.918,0.00033,4,0.126,-8.507,1,0.0959,172.435,4,0.802
Crowded House,Don't Dream It's Over,7G7tgVYORlDuVprcYHuFJh,73,0.0148,0.439,236933,0.422,4.84e-05,8,0.0697,-17.227,1,0.0409,81.833,4,0.551
a-ha,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,84,0.018,0.573,225280,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.876
Starship,Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,26,0.0298,0.643,270333,0.801,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
Lionel Richie,All Night Long (All Night) - Single Version,5a9BgulCg84pm4kgwGGArI,37,0.134,0.741,260427,0.576,0.00795,1,0.0502,-12.044,1,0.0487,108.787,4,0.764
Cyndi Lauper,Time After Time,1Jj6MF0xDOMA3Ut2Z368Bx,73,0.576,0.724,243067,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
ABBA,The Winner Takes It All,5kBZR12AntJUTo9UeAsKqP,23,0.541,0.458,294720,0.794,0.00105,6,0.101,-6.751,1,0.0376,126.951,4,0.505
Belinda Carlisle,Heaven Is a Place on Earth,37Q5anxoGWYdRsyeXkkNoI,71,0.0243,0.64,246520,0.852,1.82e-06,1,0.0497,-8.119,0,0.0345,122.902,4,0.793
Tears For Fears,Everybody Wants To Rule The World,40dJCw4xU6Bd5ie9rfagNo,26,0.363,0.637,251480,0.811,0.00451,7,0.107,-11.345,1,0.0583,112.053,4,0.552
Prince,Purple Rain,4m2GdLuOhDt6rFbgOFMHIL,21,0.0416,0.383,522307,0.57,0.00683,10,0.746,-7.019,1,0.0318,114.147,4,0.183
Bruce Springsteen,Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,70,0.0857,0.641,199453,0.894,0.009,8,0.157,-7.41,1,0.0273,109.823,4,0.972
ABBA,Super Trouper,7AMnWNkwYPxaVDgkwmEEKj,22,0.436,0.767,254613,0.632,7.49e-06,0,0.2,-8.288,1,0.028,118.35,4,0.953
Don Henley,The Boys Of Summer,7KY40pRBPKQSaSe0j5nKUK,23,0.399,0.516,288333,0.776,0.00128,6,0.21,-6.409,1,0.0412,177.399,4,0.859
U2,With Or Without You - Remastered,2x45xqISlmmDJqxOqr8BuS,64,0.000185,0.538,295520,0.432,0.309,2,0.139,-11.882,1,0.0295,110.181,4,0.116
Kim Carnes,Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,72,0.0204,0.675,228000,0.649,0.0,5,0.0959,-10.271,1,0.0319,116.624,4,0.596
Eric Carmen,Hungry Eyes,25BxqC9Yo7TQ175DLAyMJs,25,0.0215,0.703,248267,0.517,0.0,5,0.0953,-12.093,1,0.0254,110.52,4,0.689
The Human League,Don't You Want Me - 2002 - Remaster,5lmYpa6EaVAKAlwxMf7q5c,20,0.184,0.734,238000,0.744,0.0,9,0.181,-8.103,0,0.0391,117.651,4,0.961
Dolly Parton,9 to 5,4w3tQBXhn5345eUXDGBWZG,77,0.416,0.554,162467,0.783,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,81,0.207,0.709,291293,0.824,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867
TOTO,Rosanna,65vEK65KeqeH11s3Ym8BWO,62,0.0184,0.519,330987,0.695,0.000617,7,0.576,-7.219,0,0.0354,82.314,4,0.713
Dexys Midnight Runners,Come On Eileen,3xKsPtA5XG91Zlh0SyycmM,22,0.197,0.41,205933,0.874,0.0,0,0.0843,-4.286,1,0.0907,107.08,4,0.824
The Rolling Stones,Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,77,0.0436,0.631,213067,0.932,0.137,5,0.0918,-4.142,1,0.0354,122.429,4,0.971
